Question Speaker,Question Text,Answer Speaker,Answer Text
Devotee (1),Śuṣka-vairāgya.,Prabhupāda," Śuṣka,śuṣkameans dry. Oh, it is material, I shall not touch. I shall not touch. Just like that rascal, Ramakrishna, if anyone wanted to give him some money (gesture). (laughter) How, he does not touch money. These rascals, why shall I not touch? Come on, you have got money, George Harrison, spend. Yes, come on, I shall take it, forKṛṣṇa. We haven't come to this house for living very comfortably and enjoying. No, we have come here for Kṛṣṇa's service."
Haṁsadūta,This point is revolutionary in spiritual circles.,Prabhupāda," Because it is Kṛṣṇa's property. It is not my property, neither George's property. This is mistake. Everything belongs toKṛṣṇa. So it must be utilized forKṛṣṇa."
Revatīnandana,Simply they don't knowBhagavad-gītā.,Prabhupāda, Eh?
Revatīnandana,"They don't knowBhagavad-gītā, therefore they don't understand us.",Prabhupāda," No, no. Therefore I say, all... Immediately, how you are all rascals. We have got a test. Test tube. As soon as one is notKṛṣṇaconscious, he is rascal, he is miscreant, he is lowest of the mankind, he has no knowledge. These, these are groups, they belong to.Namāṁduṣkṛtinomūḍhāḥprapadyantenarādhamāḥ.He maintains that he is very big man, Nixon, but we know that he is a rascal number one. This isKṛṣṇaconsciousness. You can understand immediately what is what. By this test:"
Revatīnandana,"...you said if he's coming from God, then what difference does it make?",Prabhupāda," You can see that you are a fool (but) God is not fool. That is the difference. But God is (indistinct), He'll not speak foolish. Because he is above all this foolishness but you are within the foolishness. That is the difference. Try to answer them like that. You are within the status of foolishness,māyā,and God is abovemāyā.If God is also within themāyā,as the rascal Māyāvādīs say, then what is the use of God? We are everything."
Yogeśvara,They just accumulate knowledge just for knowledge sake.,Prabhupāda, Not just for knowledge because they do not get any knowledge. They have no knowledge. What is the knowledge? They talk all nonsense. What is the knowledge?
Revatīnandana,"His argument was ""Well there's no point in talking about this matter. All of us accept this."" He's saying: all big authorities, they accept this point of view, that this was recently written literature.",Prabhupāda," No, they don't know who are authorities."
Revatīnandana,That's right.,Prabhupāda, You manufacture your own authorities. You do not know. That is your misfortune. You do not know who is authority.
Devotee (2); Revatīnandana,"They all smoke cigarettes and they think they're authorities. They're nonsense.; I met another old authority on Sanskrit and he is sitting behind his desk and his whole body is shaking: ""No, I'm not interested in the spiritual side of theseVedas.I'm just interested in the Sanskrit."" He's dying you know, and still he's like that. That's their authority. You can't save them but...",Prabhupāda," Adhyaki, adhyaki(?),thereforeadhyaki(?)."
Revatīnandana,What's that?,Prabhupāda," External.Adhyaki(?).(indistinct) ...one is interested in the body not in the soul. So he is a fool. This, this sculptor, he is simply interested in the outward body, he has no knowledge of the soul. And he wants to become a very famous man, remaining in the category of asses. Because one who is in the bodily concept of life, he is an ass.Go-khara,kharameans ass.Saevago-kharaḥ[SB10.84.13]. Yasyātma-buddhiḥkuṇapetri-dhātuke [SB10.84.13].Anyone who is in the bodily concept of life he is no better than animal. The cats and dogs, they are also in the bodily concept of life.Saevago-kharaḥ[SB10.84.13].So he has not advanced beyond these cats and dogs because he is in the same conception, that I am this body. A dog cannot understand that you are not this body. So similarly, if the human being cannot understand that he is not this body, what is the difference between him and the dog? Sośāstrasayssaevago-kharaḥ: [SB10.84.13] he's no better than the cows and the asses. That's all. And actually it is a fact. The first instruction ofBhagavad-gītā, they cannot take it, and they're scholars. That is the most regrettable situation that these fools and rascals under the bodily concept of life, they are become authorities. Actually they are asses. Yes."
Revatīnandana,"I used to observe when I was going to the university that all my professors, their intellectual business was just a profession like digging ditches.",Prabhupāda, That's all. For earning money.
Revatīnandana,For their pleasure they're going home to drink beer and eat steak. That's all they're really interested in. They're just working to make money. I could see it and I didn't want to follow their footsteps.,Prabhupāda," Just like aśūdra,he cleans in the road for money. They are going as professor but the category is the same. You don't make any distinction between that sweeper and this professor. Or a hog and cat and dog. The hog is also working hard, whole day and night for stool, eating. So this man is also working like that. Beyond that he has no other knowledge."
Revatīnandana,"The scientists, they have a term. Psychologists, they call it theidiot savant.Theidiot savantmeans he's an idiot but he has one particular talent and because of that talent he can get along. Just like sometimes you find an idiot, he can look at a column of figures and he can compute the sum in his head very easily but he can't even understand how to tie his shoes. And I think these scholars are like that, they're actually idiots but they have one talent for Sanskrit or for history and because of that they can get along. They can support their body but otherwise they have no qualifications.",Prabhupāda," Śūdra.Unless he gets that post, he'll starve. He has got some talent in some particular subject but he must get some service. By serving others, he'll be able to utilize his talent and get some money, then he'll eat. This isśūdra'sbusiness. Dog's business. Just like a dog unless he has got a nice master, his position is very precarious. A street dog. Nobody will care neither it is (indistinct)."
