Question Speaker,Question Text,Answer Speaker,Answer Text
BaliMardana,HṛdayānandaSwami.,Prabhupāda," You, you were atheist?"
Hṛdayānanda,Yes.,Prabhupāda, So what is your view of atheist? What is your argument?
Hṛdayānanda; BaliMardana; Hṛdayānanda,"I don't know. I couldn't think of any good argument. They say that... No, it's not a good argument, though.; It's all one, isn't it.; Kīrtanānanda, his argument was, when he was an atheist, he said that actually the void is truth, and all categories or all varieties are illusion. So he said that we may think that actually spiritual variegatedness is transcendental, but that's actually also our illusion. That was his argument.",Prabhupāda, So what did you reply?
Hṛdayānanda,"I replied that if categories are illusion, then his talking is also illusion.",Prabhupāda," Yes, that's nice."
Hṛdayānanda,So I wouldn't let him say anything else.,Prabhupāda," (laughs) Yes, very good reply. ""And you are also illusioned. Whatever nonsense you are talking, that is also illusion. Finish. Void, everything."" Then what did he reply?"
Hṛdayānanda,"He said... I just wouldn't let him say anything. Whenever he tried to talk, I just said, ""That's illusion."" [break]",Prabhupāda," This reply we give to the Māyāvādīs. So we speak to theMāyāvādīguru, that ""Whether you are inmāyā?Because everything ismāyā,so whether you are also inmāyā?"" So if he says, ""Yes,"" then how he can becomeguru?"
Karandhara,"ProfessorBharatisaid that. And when the students asked him, ""Isn't everything in this world illusion?"", he said, ""Yes, everything is illusion, but I like it very much.""",Prabhupāda, He likes it very much.
Karandhara,That's what he said.,Prabhupāda, Therefore he is a rascal. That proves that he is a rascal.
Hṛdayānanda,"After that debate, many, many people have boughtBhagavad-gītās.",Prabhupāda," Oh, then it is good triumph. Yes. (begins chantingjapa) [break] ...ponds like this, we remember immediately Bengal. Yes. In Bengal there are many, many ponds. (pause) What is called, this playing? What is this? Golf?"
Hṛdayānanda,Golf course.,Prabhupāda, They are coming for playing golfs?
Karandhara; Hṛdayānanda,"Yes, as soon as it's light, they'll be playing. They work hard all week so that they can play golf on Sunday.; They think that a gentleman should play golf.",Prabhupāda," Yes, that is the fashion of the society."
Karandhara,A man is considered very rich if he can play golf every day. The rich men play every day.,Prabhupāda," It is very expensive, golf?"
Karandhara; Citraka,"Well, if you play golf, you don't have to work. People who are rich, they don't work. They just play golf all day. [break]; ...newspapers, that now he is follower of Śaṅkarācārya in India. The queen of Greece. She's a follower.",Prabhupāda," Queen of Greece. This cloth is very inconvenient... [break] ...illusion. Accepting this illusion, wherefrom the idea came? Just like in the tailor's window, there are nice beautiful women or men standing. That is illusion. Actually, that is neither man or woman. It is doll. But wherefrom the idea came of this illusion?"
Hṛdayānanda,Kṛṣṇa.,Prabhupāda," No, no. Unless there is a real man, a real woman, how the illusory man and woman is there, doll? Illusion means which is not fact. So the fact must be there; otherwise how the illusion, reflection, comes? Illusion is exemplified by the mirage, water in the desert. So the man is or the animal is running after water, but that is not water. This is illusion. But that does not mean there is no water. This is the conclusion. Unless there is real water, how... (aside) You can give around here. How this illusion of water is there?"
BaliMardana,Does that mean it is not possible to conceive of something that does not exist somewhere?,Prabhupāda," Yes, that is the real fact."
Karandhara,"Some of them say thatBrahmancreates illusion to forget that he isBrahman. They say thatBrahman,the one, creates illusion to forget that he'sBrahman. That's hislīlā.",Prabhupāda, It islīlā.Then you have to accept thatBrahmanis a person.
Karandhara,"Well, they say there is only one person. There's no varieties of persons.",Prabhupāda," That's all right. But you have to accept the origin, the person. That is our philosophy. Then you accept our philosophy."
Karandhara,"Then they say, ""Well it's not exactly a person, it's inconceivable.""",Prabhupāda," Therefore you cannot say that He is not a person, because He is inconceivable. You cannot say whether He is person or not person, because you are illusioned, and inconceivable... But why you are thinking that because you cannot say perfectly, everyone cannot say perfectly? You are thinking like that. Just like we have got experience: one body cannot say something, but the other can say. Practical experience. Just like this child cannot say something but the father can say."
BaliMardana,It's their envious attitude. They are envious.,Prabhupāda," No, no. It is not the question of envious. Because you are thinking that He is inconceivable, because you cannot say... But how can you say that another person cannot say? There are so many things I do not know. That does not mean that somebody else does not know. You may not know. Your experience is not mature. But how you can say, ""Another person cannot have the experience""? So that is answered in theBhagavad-gītā, vedāhaṁ samatītāni,māṁtuvedanakaścana:[Bg.7.26] ""I know everything, but nobody knows Me."" There is the answer. So nobody knowsKṛṣṇa. That's a fact. ButKṛṣṇareveals Himself to the devotee. That is also said,teṣāṁsatata-yuktānām[Bg.10.10]."
BaliMardana; Hṛdayānanda,It was raining very hard yesterday. Perhaps that's why.; All raining?,Prabhupāda, It may be rain water.
Karandhara,"Well, they fill it. Usually they fill it on Saturdays and Sundays.",Prabhupāda," Oh, that is it."
BaliMardana; Karandhara,It's too much for rain water.; They practice fishing.,Prabhupāda, Fishing?
Karandhara; Citraka,Fly casting. (pause) [break]; ...open a temple in Greece?,Prabhupāda," I would like to open temples in every village, every city, what to speak of Greece. But we haven't got sufficient men."
Karandhara; Citraka,This boy is from Greece.; I will translate the books later.,Prabhupāda," Oh, then you can open. But alone... You can be assisted with some of our men. That's nice proposal. We want to open in every city, every village, village to village. So go this way or around the...?"
Karandhara; Citraka,This isn't too bad. We can go this way. It's not too wet.; Sometimes you have said that the Greek mythology comes from thePurāṇas.,Prabhupāda," Yes, certainly. In Greece I think some people know of our movement. Because in the airport as soon as some young men saw us, they chanted ""HareKṛṣṇa!"" Yes. Maybe they are Europeans, but I had practical experience. [break] which..., that Park Avenue?"
BaliMardana,Wednesday they are having a meeting. Perhaps on Wednesday.,Prabhupāda, Wednesday. So you have to attend? No.
BaliMardana,"No, I don't have to attend. The lawyers attend. If I attend, it may ruin everything. [break]",Prabhupāda," ...one isyogi.Karmī,jñānī,yogiorbhakta.What is the difference betweenkarmīs, jñānīs,yogis andbhakta?"
Hṛdayānanda,"Karmīwants to enjoy the gross senses, thejñānīwants to enjoy the subtle mind, mental speculation, theyogiwants to manipulate the universe, mystic powers,...",Prabhupāda, Material power.
