Question Speaker,Question Text,Answer Speaker,Answer Text
Devotee,...māmevaiṣyasi yuktvaivamātmānaṁmat-parāyanaḥ.,Prabhupāda, (indistinct)
Devotee,Again?,Prabhupāda," Yes, go on, read the purport."
Devotee,"""Translation: Engage your mind always in thinking of Me. Offer obeisances and worship Me. Being completely absorbed in Me, surely you'll come to Me.""",Prabhupāda," So this is the process. Says, ""Always think of Me."" (speaks Hindi to guest for some minutes) This is the translation. Read the purport. Purport."
Devotee,"""Purport: In this verse it is clearly indicated thatKṛṣṇaconsciousness is the only means of being delivered from the clutches of this contaminated material world. Sometimes unscrupulous commentators distort the meaning of what is clearly stated here: that all devotional service should be offered to the Supreme Personality of Godhead,Kṛṣṇa. Unfortunately, unscrupulous commentators divert the mind of the reader to that which is not at all feasible. Such commentators do not know that there is no difference between Kṛṣṇa's mind andKṛṣṇa.Kṛṣṇais not an ordinary human being. He's Absolute Truth. His body...""",Prabhupāda," Just like Dr. Radhakrishnan. He has explained this verse... WhenKṛṣṇasaysman-manābhavamad-bhaktaḥ,he comments, ""It is not to the personKṛṣṇa."" Just see.Kṛṣṇasaysman-manā,""Always think of Me."" And he, out of his so-called nonsense scholarship, he says, ""It is not toKṛṣṇa."" (Hindi)"
Guest (1) Indian man,He's impersonalist. I read thatBhagavad-gītāin school.,Prabhupāda, He's a nonsense. He's a nonsense. Now he's suffering. I saw him last year in Madras. He has lost his brain. He's suffering now. You cannot ask him whether he's hungry or whether he wants some... Only his daughter is attending and here he cannot understand who is standing before him. He cannot speak. Like that. (Hindi) He has committed so much offenses under the lotus feet ofKṛṣṇa. (Hindi for some minutes) ...very meritorious. I think you cannot understand Hindi.
Devotee,He speaks English.,Prabhupāda," Ah. So you can understand English then. So (Sanskrit).Duṣkṛtinaḥmeans...kṛtiḥmeans meritorious, very meritorious. Butduṣkṛtiḥ.Whatever merit he has got... Nowadays at the present moment the civilization is somadthat everyone as human being... Any human being he has got some merit because he is not cat and dog. He's a man. As a man he has got brain, better than the cats and dogs. That's a fact. And actually they're doing so many things. Just like this picture. It is a very meritorious workmanship. So everyone can do some meritorious workmanship. But when that workmanship is diverted to, for the use of sinful activities... Just like one man is very meritorious, he's planning to form a party how to plunder. This requires merit. Without merit you cannot form a party. But the merit is being used for plundering, for harassing, for so many other sinful activities. So that is calledduṣkṛtinaḥ.Merit is there but the merit is being misused for sinful activities. Thereforeduṣkṛtiḥ.Just like modern scientist. It is meritorious that they have discovered the atomic bomb. The merit is used for killing. If you just use your merit so that man may live; that they're dying. Everyone is dying. So you have discovered a bomb which will accelerate death. Death, everyone is going to die. So if you manufacture something which will actually help my death, is that very meritorious? If you discover something that will stop my death, that is meritorious. But everyone is dying and you have discovered some machine so that you can die quickly. What is the merit? But people are appreciating, ""Oh, this is meritorious."" This is calledduṣkṛtiḥ. Duṣkṛtiḥ,mean one has got merit, it is being spoiled for doing something wrong. This is calledduṣkṛtiḥ.So such people,duṣkṛtinaḥ,who, one who is using the merit for sinful activities, he cannot understandKṛṣṇa. He cannot surrender toKṛṣṇa.Namāṁduṣkṛtinomūḍhāḥ[Bg.7.15] and rascal. Rascal means denying the existence of God. He's a rascal. Anyone who denies the existence of God, he's a rascal. Rascal means poor fund of knowledge. Everything... Suppose this is a country, Indonesia, nicely being managed; the roads are there; the policemen there, they're directing... Just yesterday we were trying to enter in a one way, policeman directs. So this symptom says that there is a good government. So any sane man, he'll see the cosmic manifestation—that the sun is rising exactly in time; the moon is rising exactly in time; the seasons are changing; the seas is in its position. Just like the Pacific Ocean at any moment it can overflow at any place. But it does not do so. You walk... I was walking in Los Angeles just about three feet away from the sea. So I was explaining to my students, ""Now, I am just three feet away from the sea and the sea is so vast. At any second it can overflood us. But why you are confident the sea will not come here?"" Because we know, by God's order, although the sea, the ocean, is so big, it cannot violate the order of God. That you are big, that's all right. But you cannot come beyond this line. So these things are being managed. And there is no God? What a nonsense. If things are... Just like when you pass through a house, sometimes if you don't see—the house is not properly taken care of, or there is no light in front of the house, there are so many garbages, we immediately say, ""Oh, there is no man in this house."" And as soon as you see house is very nicely kept, there is light and the garden is kept, we understand there is a man. So this is common sense. If things are going on, everything is going on so nicely, how you can say there is no management, there is no brain? How you can say? What is this nonsense? How you can say there is no God?Asatyamapratiṣṭhaṁtejagad āhuranīśvaram[Bg.16.8].These are the rascal, atheist proposition,asatyam.There is no proof in it. Zero. From zero it has come. Just see nonsense. Does anything come out of zero? You assemble zero, many millions of zero in one place, but still it is zero. Do you think that if you make zero, zero, zero, zero, zero, million times, has it any value? How do they conclude from zero such a management, cosmic manifestation has come? The flower is coming out nicely in its own way. The tree is coming. Human being is coming. Everything is in order. And there is no management. How much rascaldom. Just see. So these atheist class, they're rascals,mūḍhāḥ,third-class men without any knowledge.Namāṁduṣkṛtinaḥ.I've already explained. Using the merit for sinful activities, they're calledduṣkṛtiḥ.Andmūḍhāḥ,these rascals, who cannot understand how the management is going on,mūḍhāḥ.Namāṁduṣkṛtinomūḍhāḥ,prapadyantenarādhamāḥ[Bg.7.15].Narādhamāḥmeans...Narameans human being.Adhamameans the lowest, because the lowest of the mankind. The highest of the mankind means who has the knowledge of the Supreme. He's called highest,brāhmaṇa.Brahma-jānāti,one who knowsBrahman. He's called highest. And the lowest means that he has got this body, human form of body, but he is acting like animal. Just like cats and dogs, they cannot understand what is God. So any person who is not understanding, or trying to understand what is God, he's the lowest of the mankind. Because in the human form of life, it is the chance to understand what is God, but he's misusing it. He's using this body just like cats and dogs. They eat, sleep, have sex intercourse, and die. So these things are there. But if somebody argues that you are saying lowest of the mankind but we see so many Dr. Radhakrishnans, they also do not admit. Therefore the word is used,māyayāpahṛta-jñānāḥ.They appear to be very highly learned scholars but their real knowledge has been taken bymāyā. Māyayāpahṛta-jñānāḥ. Āsuri-bhāva.Why he can remain so? Becauseāsuri-bhāva,there is no God. That is their determination. There is no God. Therefore their merit is being misused, they have become the lowest of the mankind. They have become the Fool No. 1 and all that so-called education, academics, knowledge has been taken away bymāyā.This is... So we test only whether he's a devotee of God. If he's not a devotee of God then we take either of these: he must be the rascal, or lowest of the mankind, or simply using the merit for sinful activities, or his knowledge has been taken away bymāyā.Immediately, we have no difficulty to understand what class of man he is. The test is whether he has got any sense of understanding God. If not then he comes to this group. It is not very difficult to study man, what he is. We have got the formula in theBhagavad-gītā.(Hindi)"
Devotee,"Your explanation you've just given was so clear, Prabhupāda. We can easily see. It's so clear.",Prabhupāda," (chuckling) Yes, this is the explanation. There is no second explanation.Namāṁduṣkṛtinomūḍhāḥprapadyantenarādhamāḥ[Bg.7.15].This is the only explanation. What explanation can you... Who can give another explanation? There is no second explanation.Bhagavad-bhakti-hīnasyajātiḥśāstraṁjapastapaḥ, aprāṇasyevadehasyamaṇḍanaṁloka-rañjanam.It's like if you decorate the dead body. It may be pleasing to some relatives of the dead body, otherwise what is the value of it? Others will think, ""What a foolish man, he is, that decorating the dea..."" Suppose if there is dead body and you're decorating (indistinct) flower. That may be your sentiment because the dead body belongs to your father or mother, like that. It is pleasing to you, but actually what is the value? So similarly, this human civilization is meant for understanding God. If that sense is lacking then it is simply decoration of the dead body. That's all. There is no value."
Guest (1) Indian man,This gentleman doesn't understand English.,Prabhupāda, (Hindi) [break]
Guest (1),"He's nice devotee of Lord ŚrīKṛṣṇa. I remember many years ago, I met him in Surbaya. He used to preach onŚrīmad-Bhāgavatam,but in Sindi language.",Prabhupāda, Very good.
Guest (2) Indian man,Of course we do not have good translation in Sindi language as your translation.,Prabhupāda, (Hindi)
