Question Speaker,Question Text,Answer Speaker,Answer Text
Yadubara,"It's a new magazine, and this is the second issue out in America. It promised to be a very good magazine, and it hasn't turned out to be so. It's just another slick magazine.",Prabhupāda," Well, unless magazines are reduced to such position, it will not be sold."
Yadubara,Yeah.,Prabhupāda, They want to make business... All these pictures are yours? No.
Yadubara,"No, just the ones on Kṛṣṇa consciousness...",Prabhupāda," Oh, thank you."
Yadubara,...I'm happy to say.,Prabhupāda, So who will go to Hong Kong?
Śyāmasundara; Devotee; Śyāmasundara,"Shall we decide now, or shall we wait until tomorrow?; I met one man from Hong Kong yesterday, Dr. Bali , and he said he'd give us financial help in Hong Kong. I will go to see him this morning. (indistinct); To Singapore also?",Prabhupāda, Hm?
Śyāmasundara,"To Singapore also, the same men? The same two men will go to Singapore and Hong Kong. (devotees chant japa for several minutes) Do you think Revatīnandana could go? You said Revatīnandana should go?",Prabhupāda, He can go. ( japa continues) Are you getting some interest with our association?
Yadubara,"Yes, I am. I feel the effects of chanting very much.",Prabhupāda, That's nice.
Yadubara,It's very pleasant.,Prabhupāda," And if you have got any doubts, any questions, you can inquire. That is required."
Yadubara,I have been asking questions of devotees. It's hard for me to comprehend some of the things in the scriptures. I just don't understand.,Prabhupāda," No, apart from scripture, from your personal understanding you can place questions. People, generally, they have no idea of God. We are placing the factual God. That is very difficult to understand. Generally they think it is an idea, fiction. But we don't think like that. We have got clear conception of God. That is the difference between our Society and all any other religious groups. They have no clear idea of God. They simply say that there is God, God is great, but no clearer."
Yadubara,I think a lot of other societies make compromises.,Prabhupāda, Hm?
Yadubara,Many other societies make compromises. Many other religious groups make compromises in their doctrine.,Prabhupāda," Yes, because they have no clear idea. They cannot push forward their concept. Just like the other day (indistinct) lady, she asked if Kṛṣṇa was a naughty boy. Yes, because He is God He must be naughty boy. Otherwise, wherefrom this idea of naughty boy comes if that quality is not in God? God is the origin of everything, creator of everything. So if He hasn't got this naughtiness in His person, then how this thing comes to be? That is the Vedānta version, janmādy asya yataḥ [SB 1.1.1 ] . The Supreme Absolute Truth is that from which or from whom everything emanates. So wherefrom this naughtiness comes if it is not in the person of God? Wherefrom this stealing propensity comes if it is not in God? But because He is absolute, His stealing is also as good as his blessing. Mākhan - cora . Kṛṣṇa is stealing butter, that is worshiped, mākhana , by the very name. Just like in another temple, Kṣīra - cora - gopīnātha . Gopīnātha is known as condensed milk thief, Kṣīra - cora . He is famous by the name cora , thief. But that cora and this cora , you cannot compare. He is famous as cora , or thief, but thousands of people go every day to worship that cora , that thief. And in the material, if one is known as thief, then thousands of people will beat him with shoes. (laughter) That is the difference. If you say, ""Oh, Kṛṣṇa was a thief, then I can become a thief,"" then your will be beating of shoes on your head, and Kṛṣṇa will be eternally worshiped because He is thief. That is the difference. That is Absolute. He will be worshiped as thief, and He will be worshiped as very honest. That is Absolute. (aside:) No, no, this (indistinct) is not good. I will take little fruit."
Śyāmasundara,It's salt and pepper.,Prabhupāda," No, no. One has to learn how Kṛṣṇa is always God in any circumstance. And if he can understand this philosophy, then Kṛṣṇa says in the Bhagavad- gītā he becomes immediately liberated. Janma karma me divyaṁ ye jānāti tattvataḥ . ""My activities, My birth, they are all transcendental. One who understands in truth,"" tyaktvā dehaṁ punar janma naiti [Bg. 4.9 ] , ""after leaving this body, he no more comes to this material."" That means we can be liberated simply by understanding His activities. All the qualities are described in the Nectar of Devotion. He has got sixty-four qualities. Unlimited qualities, but for our understanding, Rūpa Gosvāmī only discussed sixty-four. Just see, that lady was speaking that she speaks to thousands and thousands of people. How ignorant she is about God. She was inquiring, ""Kṛṣṇa is not..."" That means she cannot understand Kṛṣṇa . And she is leader, thousands of people she is speaking. What is the use of her speaking if she has no clear idea? This is going on. Useless speaking. In India also, so many fools, they are accepted as very perfect. Just like Gandhi , take Gandhi . Where was Gandhi ? In spiritual consciousness, he is nothing. Nothing, no value. But if we say in the public, they will be angry, ""Oh!"" But actually there is no value, no spiritual value. He is known all over the world as a great spiritualist. He was a moralist, that's all. That is not a qualification for understanding God."
TamālaKṛṣṇa,"Tamāla Kṛṣṇa : It says, ""Any activities sanctioned in the revealed scriptures and aiming at the satisfaction of the Supreme Personality of Godhead are accepted by saintly teachers as the regulative principles of devotional service. If somebody regularly executes such service unto the Personality of Godhead under the direction of a bona fide spiritual master, then gradually he rises to the platform of serving in pure love of God.""",Prabhupāda, That nonviolence. Kṛṣṇa is number one violent. (chuckles) Number one. There is no limit of His violence. Just see.
Yadubara,"Don't you have... In the material world, sometimes you have to stand up for what you think is right and sometimes use violence?",Prabhupāda," Only satisfaction of Kṛṣṇa is right. All wrong. If Kṛṣṇa is satisfied, that is right. Otherwise everything wrong."
Yadubara,A man in Surat brought up the question of the British in India.,Prabhupāda, Hm?
Yadubara,"A man in Surat brought up the question of the British in India, and he felt they should be thrown out.",Prabhupāda, Surat?
Devotee,In Surat.,Prabhupāda," Surat, what happened? One man questioned?"
