Question Speaker,Question Text,Answer Speaker,Answer Text
Martin,I studied one.,Prabhupāda, Huh?
Martin,I studied one.,Prabhupāda, One only?
Martin,"One. (laughs) I, I concentrated on one. I learned of some of the (indistinct), (loud crack of thunder in background) maybe a thousand.",Prabhupāda," Nine hundred thousand, exact number. (aside:) Bring that socket."
Devotee,"Oh, this? (indistinct)",Prabhupāda," Jalajānava-lakṣānisthāvarālakṣa-viṁśati. And 2,000,000 of leaves and plants, botany, botanical.Jalajānava-lakṣānisthāvarālakṣa-viṁśati,kṛmayorudra-saṅkhyakāḥ. Insects, there are 1,100,000 forms. (Sanskrit) Then (Sanskrit). From insect, they become flies and birds. (Sanskrit) One million. Then from birds, the beasts come, four-legged. (Sanskrit). Three million species of beasts. Then from beasts, the human form comes—either from monkey or from lion or from cows. Out of these three,sattva-guṇa,rajo-guṇa,tamo-guṇa. Those who are coming throughrajo-guṇa, their last birth before human form of birth is lion. And those who are coming in the form ignorance, Darwin's father-in-law, (laughs) monkey, and ignorance. And those who are coming in goodness, their last form of birth is cow. So this is our scientific information from theVedas. We haven't got to make research. Everything is there. That is Vedic knowledge. They have got already everything written there. The astronomy, everything is written there; simply you have to calculate. Astrology, we say simply mathematical calculation. If the moon is in this position and the other stars is in this position, the effect will be like this and the result will be like this. Like that. So you haven't got to make search or research. It is already there. Similarly, this Darwin's theory is there in two lines. (Sanskrit)Asati,asatimeans eighty.Caturameans four, eighty and fourlakṣāṇi,lakhs, 400,000. Eighty-four hundred thousand, that means eighty million, four hundred thousand.(Sanskrit)Jīvameans living entity;jātimeans species.Jīva-jātiṣu,brahmadbhiḥ. The living entity is wandering or transmigrating from aquatics to trees, plants, then insect, then birds, then beasts. In this way the last is human form of life.Brahmadbhiḥ,brahmadbhiḥ, wandering. (Sanskrit), last he is getting (Sanskrit), by the evolution of birth. Now this form is for understandingGovinda, God. The other forms, they cannot. So if in this form the living entity does not contactGovinda... ContactingGovindameans surrendering untoGovinda. AsKṛṣṇasays, ""Surrender unto Me.''Bahūnāṁjanmanāmantejñānavānmāṁprapadyate[Bg.7.19]. So after many, many, many millions of births, when one is actually in full knowledge, he surrenders toKṛṣṇa. That is perfection. Then he goes back to home, back to Godhead. That is our program,Kṛṣṇaconsciousness."
Martin,So there's something higher than human form?,Prabhupāda," Oh, yes. Demigods. (Sanskrit) Generally three divisions: demigods, human beings and other than human beings."
Martin,Primitive cavemen?,Prabhupāda, Huh?
Martin,Primitive cavemen?,Prabhupāda," No, not only cavemen: the animals, birds, beasts, other than."
Martin,"Oh, I see. (more thunder)",Prabhupāda," But this human form of life is better than demigods' life because demigods, they are materially very opulent. Just like when the Americans came in India, they thought, ""Demigods.'' Is it not?"
Martin,The Indians thought. Hm.,Prabhupāda," Because they're better looking, good looking, intelligent, powerful. Similarly, just like this controller or director of this rain department isIndra. This thundering, it is under his direction this thundering is going on. He throws the thunderbolts and cracks the mountain, and then we get chunks. That is his business. As in government there are different departments, similarly, God has got different departments, and the in-charge of that department is demigod. Creation, that'sBrahma; sustenance or maintenance, Himself,Viṣṇu; and dissolution, LordSiva."
Martin,How is human life better than that?,Prabhupāda, Huh?
