Question Speaker,Question Text,Answer Speaker,Answer Text
Devotee; Guest; Śyāmasundara; Guest,Where you are sitting?; I am sitting here so that I might give my right ear to you all. I haven't seen you before.; I'm Śyāmasundara.; (indistinct),Prabhupāda," Yes, it is your seat."
Guest,"Very good, very nice seat.",Prabhupāda," You can take it, this seat."
Guest,The camera should have operated on your beautifulsārī.It's very good. Who is the chief of your group? You or he?,Prabhupāda, (laughter) As you like.
Guest; Madhudviṣa; Guest,"He holds a big stick, so I'm asking.; Prabhupāda is the chief. He has given me the stick.; Where is my negro friend? He has not come?",Prabhupāda," Oh, he is not come. There was no place in the car. There were many negroes."
Guest; Madhudviṣa; Guest; Madhudviṣa; Guest; Madhudviṣa; Guest,"(aside:) Sit closer. You belong to this place? No. What place you belong to? (Hindi with other guest) It's a pretty long stick. Let me have a look at it first. It's wrapped in cloth. Oh, I see.; It is four bamboos.; Huh?; It is calledtri-daṇḍi,tridaṇḍi.; Tridaṇḍa.; Yes.; Tridaṇḍa.",Prabhupāda, This isVaiṣṇava.
Guest; Madhudviṣa; Guest; Madhudviṣa; Guest; Madhudviṣa; Guest; Madhudviṣa,"Are there three sticks in it?; No, there are three pieces-one, two, three. There is four sticks wrapped here.; You have takensannyāsa?; OurGuruMaha..., Prabhupāda has given mesannyāsa.; Sannyāsa.; Yes.; Then only you can hold it?; Yes.",Prabhupāda," Yes, yes. Sit down, sit down."
Guest; Devotee; Guest; Guest (2); Guest,"I will make the camera come after you(?) (laughter) Can you take a photograph?; Huh?; Photo? No, you can't.; I can't, no. (indistinct).; Very well. I was told you were seventy-six.",Prabhupāda, Yes.
Guest; Devotee; Guest; Girirāja,You don't look like that. I think that's not correct age. Surely you are fifty-six. (laughter) How many of you here...? How many are you here...? Will you sit nearer here?; I... This is your good ear?; Yes. This is my good ear. Yes.; I'll sit on the white bench.,Prabhupāda, Then you can sit on...
Guest; Girirāja; Guest; Girirāja,How many are you here in Madras?; About fifteen are here in Madras now.; Fifteen or fifty?; Fifteen.,Prabhupāda, One-five.
Guest; Devotee; Guest; Girirāja; Guest; Girirāja; Guest; Girirāja; Guest,One-five.; Yes.; How many are women and how many are men?; Two women and one child woman.; Three? The rest are boys? Young men.; Yes.; From seventy-six downward. (laughter); Yes.; You belong to West Bengal?,Prabhupāda, Yes.
Guest,Or East Bengal?,Prabhupāda, My birthplace is in Calcutta.
Guest,Calcutta.,Prabhupāda, Yes.
Guest,Great and famous place. Looked after...,Prabhupāda, Where you are governor also.
Guest,Looked after very badly. (laughter),Prabhupāda, Lalaji was governor in West Bengal.
Guest,"How you have... Yes. I was called governor for some time there. I liked the place when I was there. They were all very kind. They had settled down after a lot of rioting and, and (indistinct), and all that, they had settled down.",Prabhupāda, Yes.
Guest,"They were all very good to me. They looked upon me as a, an impartial man, which is a very great compliment in our country. Now you have undertaken a very great task. I am not competent to discuss or comment upon it.",Prabhupāda, No. I think you are the best man to comment upon it.
Guest,"True. Still, I am not presumptuous enough to comment on one who has actually taken up the work. That is the difference between thinking and doing. Thinking is easy. Doing requires inspiration, and you have taken it up.",Prabhupāda," I was thinking of taking up this task long, long ago. I wrote one letter toMahatmaGandhithat ""You have got influence all over the world, and you are acknowledged a man of spiritual understanding. Now you have gotsvarāṭ, you better retire and take up this preaching ofBhagavad-gītāall over the world."""
Guest,"He was doing if from the beginning, not exclusively that, but applying theBhagavad-gītāto everything that he was doing. He was doing it really, but you are referring to concentrated, exclusive...",Prabhupāda, Yes.
Guest,...teaching of the doctrines and way life described in...,Prabhupāda, Sometimes I requested Dr. Radhakrishnan also...
