Question Speaker,Question Text,Answer Speaker,Answer Text
Bob Cohen,I received your very kind letter about a week ago.,Prabhupāda," Now, you are very intelligent boy. You can try to understand this philosophy. It is very important. And try to preach. For sense gratification people are wasting so much time, but they do not..., they're not responsible what is going to happen next life. But there is next life. Foolish people, they are ignorant, but there is next life, and this life is preparation for next life. That they do not know. The modern education, universities, they're completely in darkness about this simple knowledge. We are changing body every moment—that's a medical science—and after changing this body, we'll have to accept another body. How we are going to accept that body, what kind of body, this can be also known. Just like one is being educated, when he passes his examination, one can understand that he's going to be engineer or a medical practitioner. Similarly, in this life you can prepare yourself to become something next life."
Bhakti-devīdāsī,Bhakti - devī dāsī : Can we decide what we want to be in our next life?,Prabhupāda," Yes, you can decide. Just like we have decided next life we are going to Kṛṣṇa . This is our decision: back to home, back to Godhead. Just like you become educated, after decision that you are going to be engineer, you are going to be medical practitioner, and in that objective you prepare yourself, educate yourself. Similarly, you can decide what you are going to do next life. If you don't decide, then material nature will decide. Just like a boy who is not nicely educated, without any future objective, the government will decide. If he's a criminal, then government will decide, ""Go to jail,"" and if he's nicely educated, the government will decide, ""You take this job."" So everything is like that. We have got our future life, and if we don't prepare what is that future life, then we are like animals. The animals, they do not know."
Bhakti-devīdāsī,Bhakti - devī dāsī : Well how can I know if I wasn't Kṛṣṇa conscious in my last life...,Prabhupāda, Huh ?
Bhakti-devīdāsī,Bhakti - devī dāsī : If I... How can I know if I wasn't Kṛṣṇa conscious in my last life?,Prabhupāda, Therefore you are given the chance to become Kṛṣṇa conscious.
Bhakti-devīdāsī,Bhakti - devī dāsī : Could I have been in my last life?,Prabhupāda," You may not be. It doesn't matter. But you can become, take advantage of our Kṛṣṇa consciousness movement."
Ātreya Ṛṣi,"She's asking if it was possible in her last life she was a Kṛṣṇa's devotee, in her last life, and come back again? If you're a Kṛṣṇa's devotee coming back again. In your last...",Prabhupāda," When one is perfectly Kṛṣṇa's devotee, he may not come, but if there is little deficiency, then there is possibility of coming back. But even though there is deficiency, he comes back to nice family, śucīnāṁ śrīmatāṁ gehe yoga -bhraṣṭo sañjāyate [Bg. 6.41 ] . (aside:) What is this? Human intelligence can decide for future. That is human intelligence. The animal cannot decide. We have got that discriminating power developed, ""I shall do this, I will be benefited. If I do this, I shall not be benefited."" This is there in human life. So we have to use it properly. We should know what is our goal of life and decide in that way. That is human intelligence. What is that?"
Bali-mardana,Bali - mardana : This is a photograph we've received of your Guru Mahārāja .,Prabhupāda, Oh.
Bali-mardana,"Bali - mardana : Yadubara, I think he has sent many from the family collection of Lalitā Prasāda . The painters...",Prabhupāda," So keep it and frame it, and keep it in my room."
Bali-mardana,"Bali - mardana : Should the painters, should they paint such uh, this type of pictures?",Prabhupāda, Yes. Why not.
Bali-mardana,Bali - mardana : And they can distribute to the centers?,Prabhupāda, Yes. Not all family members.
Bali-mardana,Bali - mardana : Just...,Prabhupāda, Simply Guru Mahārāja .
Bali-mardana,Bali - mardana : All right. What about this of Bhaktivinoda Ṭhākura?,Prabhupāda," Oh, Bhaktivinoda Ṭhākura, but not that all family."
Bali-mardana; Bhakti-devīdāsī,Bali - mardana : Yes.; Bhakti - devī dāsī : Have you ever seen Kṛṣṇa ?,Prabhupāda, Yes.
Bhakti-devīdāsī,Bhakti - devī dāsī : You have?,Prabhupāda, Daily. Every moment.
Bhakti-devīdāsī,"Bhakti - devī dāsī : But not in the material..., not in the material body?",Prabhupāda, Huh ? No in... He has no material body.
Bhakti-devīdāsī,Bhakti - devī dāsī : Well in the temple here they have pictures of Kṛṣṇa ...,Prabhupāda, That is not material. You are seeing material...
Bhakti-devīdāsī,Bhakti - devī dāsī : Uh huh .,Prabhupāda," ...because you have got material eyes. Because your, you have got your material eyes, you cannot see the spiritual form. Therefore He kindly appears to be in a material body so that you can see. This is the point. Because He has kindly made Himself just fit for your seeing, that does not mean He is..., that He has material body. Just like President Nixon, if he kindly comes to your house, it does not mean that his position and your position is the same. It is his kindness, out of love, he may come to your house, but that does not mean he is on the same level with you. Similarly, because we cannot see with our present eyes what is Kṛṣṇa , therefore Kṛṣṇa appears before us as painting, as made of stone, as made of wood. And Kṛṣṇa is not different from these paintings and wood because everything is Kṛṣṇa ."
Bhakti-devīdāsī,"Bhakti - devī dāsī : After we die, what happens to our spirit?",Prabhupāda, You get another body.
Bhakti-devīdāsī,Bhakti - devī dāsī : Immediately?,Prabhupāda," Yes. After your, just like you change your apartment, you fix up your apartment first, then you leave this and go there."
Bhakti-devīdāsī,"Bhakti - devī dāsī : But we won't, we won't know it.",Prabhupāda, Huh ?
Bhakti-devīdāsī,Bhakti - devī dāsī : We wouldn't know it.,Prabhupāda," Yes, you'll know it, provided you are qualified; otherwise nature will arrange for it. Those who know, they know what is there, but those who do not know, then nature will arrange. You do not know means you have not prepared your life, so accidentally, at the time of death, your mentality will create another body and nature will supply you."
Bhakti-devīdāsī,Bhakti - devī dāsī : I'm chanting. What does chanting do?,Prabhupāda, That you can ask these boys. They will instruct you.
Bob Cohen,"Could you tell me what is the difference between, uh.... Kṛṣṇa controls everything, so how, how does Kṛṣṇa control a nondevotee?",Prabhupāda, By māyā . By having... Just like government controls everything. A criminal is controlled by the police department.
Bob Cohen,And how does Kṛṣṇa control a devotee?,Prabhupāda," Just like you control your beloved. Just like you have got a beloved child. So you control him, for his benefit. If he's going to touch fire, you immediately say to him, ""No, no, my dear child, don't touch it."" So a Kṛṣṇa conscious person, devotee, he is never misled, because Kṛṣṇa is always guiding him, whereas those who are not Kṛṣṇa conscious, they're in charge of māyā , and māyā will do the needful, as you have seen(?)."
Bob Cohen,"Is is preset when we're born, the time that we'll die?",Prabhupāda, Hm?
Bob Cohen,"Is the time that I'm going to die, and everybody going to die, is this preset before they're born? Do I have, when I'm born, do I have a certain given lifespan?",Prabhupāda, Yes.
Ātreya Ṛṣi,And he cannot change that?,Prabhupāda," No. He cannot change, but Kṛṣṇa can change."
