Question Speaker,Question Text,Answer Speaker,Answer Text
Devotee (1); Dhanañjaya,"Did you have some places to see down in, ah, for Prabhupāda to see in the next day or two?; There's this one big church I went to see in Hammersmith, and I thought he could see... (devotees conversing in background)",Prabhupāda, Where is Himavatī?
Devotee (2) (Haṁsadūta?); Devotee (1),She's... I think she's upstairs in the... (more devotee conversation in background); There is one very large church to see on Monday.,Prabhupāda, Monday.
Devotee (1),Yeah. Not before.,Prabhupāda, Why not before?
Dhanañjaya,"Well, we can arrange for this week also a church.",Prabhupāda, Where it is?
Dhanañjaya,"It's in Hammersmith, Hammersmith.",Prabhupāda, How far?
Dhanañjaya; Devotee (1),"From here its about five miles, four or five miles.; It's, ah, towards the airport.",Prabhupāda, Towards the airport. So not bad.
Devotee (1); Dhanañjaya,"Not bad. No, it's still downtown.; It's on the motorway. It's very near to the motorway, the motorway coming from the airport into central London.",Prabhupāda, So why not see earlier? Have you got any description?
Dhanañjaya; Devotee (1); Dhanañjaya,"Well, we can't see it earlier because it belongs to the Methodist Church, and their committee members are meeting in another city, in Manchester, for a week. They have their..., a big congress meeting there. So they don't come back until the end of this week.; So we can't see it while they're meeting?; Well we could see it from the outside. Actually we went there one day, Mr. Allen(?) and (indistinct) and myself.",Prabhupāda," Well, what is the description?"
Dhanañjaya; Devotee (2); Dhanañjaya,"It's very nice. It's something like, ah, something like the size of this temple but bigger.; Bigger than Los Angeles?; And also it has a steeple.",Prabhupāda," Bigger, bigger. What is the price?"
Dhanañjaya; Devotee (2); Devotee (1); Dhanañjaya,"Oh, more than 250,000 pounds.; Quarter of a million pounds. Twolakhsof pounds.; So that's six million dollars?; No, one million. One million dollars.",Prabhupāda, You have got?
Devotee (2); Dhanañjaya; Devotee (2); Dhanañjaya,"No, it's not a million dollars. It's only 600,000.; Well they said between 250,000 and 350,000 pounds.; Oh, the money, the money won't be as important as the place. If we get the place, we can get the money, I think.; But still there is a congregation. It's not available immediately.",Prabhupāda, Oh.
Dhanañjaya; Devotee (Revatīnandana?); Devotee (2),"There's a congregation there still.; You have no idea when it would be available?; Tomorrow I will go out, some of the others will go out, we'll find some places to look at for you. I have some friends, we'll all go see them.",Prabhupāda," So what do you think of this Dr. Sar? As he speaks, it is all right, do you think? Does he speak more than what he is?"
Devotee; Dhanañjaya,"Is he trustworthy?; Yes, he speaks more than what he is.",Prabhupāda, Oh.
Devotee (Revatīnandana?); Dhanañjaya; Devotee (2),"Yes. I, I, I don't like him very much. I, I don't know what his motive is, you know. I don't think his motive is strictly very much..., you know?; He approached me and he said... I was talking about life members to him, saying, ""Why shouldn't it be one hundred pounds? This is a good price for life members.'' And he said, ""Well, fifty-one pounds, this is the value of one hundred(?) rupees.'' He said, ""I am prepared to give fifty-one pounds.'' Then he said, ""Actually, I have given already more than than fifty-one pounds. I have given Kṛṣṇa's jewelry, so why you don't make me life member?'' And I said, ""But you have not asked.'' And he said, ""But I have given at least...""; Make him life member. He's given all the jewelry.",Prabhupāda, Is he a very influential man?
Dhanañjaya,What's the definition of influential man?,Prabhupāda, Or he's not very... He talks?
Dhanañjaya; Devotee (1); Dhanañjaya,"He talks a bit about his community, but he's not produced anything for this community. He's produced some money for the jewelry. This is very nice.; Personal money. Personal money?; Not just personal money.",Prabhupāda, Do you think he can help us by raising funds?
Dhanañjaya,"He can help, but I don't think he can raise thousands and thousands and thousands. See, personally he has no money. He told me he has no money. He's simply at his job he gets so much money.",Prabhupāda, And he's working somewhere?
Dhanañjaya,"Yes, he's working. He's in Oxford Street, very near.",Prabhupāda," And he says that he's M.A., Ph.D.? You see? So? He says so."
Dhanañjaya; Devotee (1); Dhanañjaya,"Yes, he's a graduate.; He's a doctorate, Ph.D.?; But still not so influential.",Prabhupāda, Neither you are. Is he reliable?
Dhanañjaya,"Well, he's said so many times, ""I can help, I can help.'' But still he's not produced anything positive.",Prabhupāda, This carpet was donated by him?
Dhanañjaya; Devotee (2),"Yes, this rug.; This? This has been here for years. In the beginning he did, I guess.Mukundawould know.",Prabhupāda, So you can askNandaKumārato give me milk in that way.
Devotee (2),Yes.,Prabhupāda, Or you can ask Himavatī. What is your formula?
Devotee (Revatīnandana),"Ginger powder and a little bit of saffron and sugar. Heat it up for a while, and then after a little while mix thoroughly and serve like that. It's good for digestion.",Prabhupāda," You give toNandaKumāra, because he will give."
Revatīnandana,Yeah.,Prabhupāda," (converses in Hindi with Indian about travelingsaṅkīrtanaparty in Birmingham, Cardiff)"
Devotee (1),"She was very happy, Sumati Morarji.",Prabhupāda, Huh?
Devotee (1),She went away very happy.,Prabhupāda, Everyone will be happy when you are Kṛṣṇa's devotee. You see? She's seeing Kṛṣṇa's so many devotees. That isKṛṣṇabhakta.
Devotee (2),She said she wanted to see the Deities before leaving.,Prabhupāda, And she saw?
Revatīnandana,"Two months ago she came here for most of thearatikceremony. The devotees came out to say goodbye to her, and she said, ""Go back and doaratik.""",Prabhupāda," She can influence the whole Bombay, she's so..."
Devotee (2); Dhanañjaya; Devotee,"Oh, she knows everyone.; We need a president like her for the board of trustees for London also.; Has she had any assistance?(?)",Prabhupāda," Oh, yes. She is doing her best. She is nice."
Devotee (1); Dhanañjaya; Devotee; Dhanañjaya; Devotee (2); Revatīnandana,When is Mr. (indistinct) going to come?; He's going to drive Prabhupāda to Kensington tomorrow.; Tomorrow?; Or Friday.; He can't come before? He should come...; He comes almost every night actually. (more conversation),Prabhupāda, And the Joshi is the manager here?
Devotee (1),That's her manager here.,Prabhupāda, Yes.
Devotee (2),"Oh, then he's the one who should know everything. She said she would carry everything for us practically around the world...",Prabhupāda, Yes.
Devotee (2),"...on her boats. We have manymṛdaṅgas, everything...",Prabhupāda," Oh, yes. In Calcutta. From Calcutta, there she starts for all over the world. So simply... But Calcutta manager is rascal. Calcutta manager, that is difficult."
Devotee,"Why don't we send... Why don't we send a hundred, two hundredmṛdaṅgasto America and Europe, big shipments sometime? We really use them down through the years.",Prabhupāda, But I know that Calcutta manager is a (Hindi). (laughs)
Revatīnandana,"Well, they won't become... They have many... All the big men in the Calcutta house, they won't become life members. None of them. I know, I approached them. No one will become life members.",Prabhupāda, Calcutta house?
Revatīnandana,That Calcutta Scindia office. There's several big men. The one I remember is Mr. Trivedi. I don't know if he's the head man.,Prabhupāda, Trivedi.
Revatīnandana,"Yeah. I talked to him, but he will not become a life member. He wouldn't even give that much rupees. (laughs)",Prabhupāda, They are not very highly paid. Within thousand. InJapanalso. The high salary is in your country.
Devotee,Hm.,Prabhupāda," Unexpected fabulous(?) Just like that boy who came to see me yesterday. He's in India, he's getting 900 dollars, that means our ten thousand rupees. Gopal is also not getting. I asked Gopal to continue his service and give 400 dollars per month."
Devotee (1),Hm. Each month. That's great. Very good.,Prabhupāda," So here we shall give you books, cost price only, and you sell books by profit only and spend for building."
Dhanañjaya; Revatīnandana,"TravelingSaṅkīrtanaParty is very strong here. There's some very nice boys now.; They go out and they simply distribute, and just like I think inSanFrancisco, Keśava's... He began it here. They just go out with literature and simply to distribute literature, you know, in that way.",Prabhupāda," So Keśava's feeling not well, then he can come here."
Devotee (2),He wanted to. He wanted to bring his party here.,Prabhupāda, He can do that. Let him do that. Write him.
Revatīnandana,But actually he may improve it even more. They are already a good group. They are doing all right.,Prabhupāda," Very expert. Not only good, very expert."
Dhanañjaya,They're averaging sixty-seventy pounds a day.,Prabhupāda, Huh?
Dhanañjaya,Sixty-seventy pounds a day they're collecting.,Prabhupāda, You are not collecting so much?
Dhanañjaya,What's that?,Prabhupāda, You are not collecting so much?
Dhanañjaya,Here in the temple?,Prabhupāda, Yes.
Dhanañjaya,"We are collecting, on Oxford Street, we're collecting about forty, fifty pounds a day, and on travellingsaṅkīrtana, sixty, seventy pounds, because they're doing it for more hours. So altogether we're over a hundred pounds a day.",Prabhupāda," Now you are GBC here, you have come, now you make it hundred pounds daily. How to do it, he knows."
Dhanañjaya,"But, but there is already hundred pounds coming. Two hundred pounds, then.",Prabhupāda, And his best friend is George. (laughs)
Devotee; Devotee (1),I'm going to see him tomorrow.; Is he in town?,Prabhupāda, He can alone make purchase a good temple. George alone can purchase.
Devotee (2); Devotee; Dhanañjaya,"He says George is in New York.; (conversation in background); Oh, he may be with Mr.RaviPatel. I think we saw him at the airport.",Prabhupāda, Huh?
Dhanañjaya,"He's a printer, and he came in thevanwith you from the airport. He's a very nice man. He's doing printing for us. He says he has so many thousands of rupees in Bombay and in Madras from his printing. And he also wants to offer his services. I think he will come tomorrow to see you.",Prabhupāda," They can print our books, in Bombay."
Dhanañjaya,"He said he wanted to offer his services here for this temple somehow or other by getting money from advertising purposes. He's the director of some company that's just been started. It's called Golden Products. They make all kinds of consumer goods like shampoos and soap powders, so many things like that, for household use. And he wanted to use his symbol, Golden Products, with this society. This is his idea.",Prabhupāda, Golden powder?
Dhanañjaya,Golden Products.,Prabhupāda, In our society? No.
Dhanañjaya,I told him...,Prabhupāda, That is not possible.
Devotee; Dhanañjaya,Who is he?; He went to the (indistinct).,Prabhupāda, Yes. There was a boy.
