Question Speaker,Question Text,Answer Speaker,Answer Text
Bhagavān,Bhagavān : So I hope there is still time.,Prabhupāda, He is Prime Minister of France?
Bhagavān,Bhagavān : He just became the Prime Minister of France.,Prabhupāda, Hm. Young man?
Bhagavān,Bhagavān : Forty? [break] (now they are walking),Prabhupāda," Still they are doing this. You see? Padaṁ padam means every step. There are some fruits in this tree? No. Oh, here is eucalyptus? No. [break] ...you can by children, their living. There is only one offspring. (end)"
Yogeśvara; Bhagavān; Yogeśvara; Devotee; Yogeśvara,"Yogeśvara : Claude Monet?; Bhagavān : Picasso.; Yogeśvara : No, he's Spanish.; Leonardo da Vinci.; Yogeśvara : He's Italian.",Prabhupāda, Yes. It is said that he was very poor man. So he painted in a fruitshop grapes.
Devotees,Cezanne.,Prabhupāda," Ah. So the crows came to pick up the grapes, and the king was passing, he picked up, ""Oh, who is that artist?"" He became rich man in association. No, I have seen in that hall. So first-class picture. I have never seen such nice picture. Exactly life. [break]"
Yogeśvara,"Yogeśvara : ...the book glorifying the Russian ideals, he is thrown out of the country.",Prabhupāda," Just see. It is a country... People are not bad. I have seen. They are very nice. The government, the rascals, a few men, who are controlling the government, they are all rogues and thieves. The same thing in India. Everywhere mass population, they are innocent. These rascals made them..., misleading. In Russia I have seen. The mass people, they are very nice. Andhā yathāndhair upanīyamānāḥ [SB 7.5.31 ] . They are innocent. In India also. The Pakistan happened due to these politicians. The Hindus, Muslims, they are innocent. They don't fight. These politicians engaged them to fight artificially for their political ambition. The wars also declared nowadays, on account of the rascal politicians. The people do not want it. [break] ...to the Indian railway strike , have you got any news?"
Bhagavān; Karandhara,Bhagavān : It ceased the other day.; They made some agreement with the union.,Prabhupāda, Government made agreement.
Karandhara; Puṣṭa-kṛṣṇa,"Yeah, they made some compromise with the union.; Puṣṭa - kṛṣṇa : It seems that the government had arrested all of the union leaders, and this paralyzed the worker's appeal. So the workers finally agreed to go back. They put many thousands of union leaders into jail.",Prabhupāda, It was right. [break]
Yogeśvara,Yogeśvara : ...did in such a way that crops can be grown anywhere? Can crops be grown anywhere in the world?,Prabhupāda," Yes. If it does not grow, then what is nature's arrangement?"
Yogeśvara,"Yogeśvara : Well, for example, there are some parts in India that are too dry to cultivate the ground.",Prabhupāda," Dry means there is no rain. If natures like, there can be profuse rain. That is nature's arrangement. That is stated in the Bhagavad- gītā . Parjanyād anna - sambhavaḥ . Parjanyāt . You must have sufficient rain. And for having sufficient rain, you must execute yajña . Yajñād bhavati parjanyaḥ [Bg. 3.14 ] . So these people are now becoming rascals. They are not performing yajñas. They are opening slaughterhouse. How there will be rain? Instead of performing yajñas, they are opening big, big slaughterhouse."
