Question Speaker,Question Text,Answer Speaker,Answer Text
Chandobhai,... proktam adhidaivaṁ kim ucyate .,Prabhupāda, Yes. So these are the questions. So the answer will be there.
Chandobhai; Dr. Patel,"Yes, answers. Akṣaraṁ brahma paramaṁ svabhāvo 'dhyātmam ucyate .; Param Brahman is akṣara .",Prabhupāda," Akṣara ? First of all try to understand. Akṣara ... Akṣara means, ""that does not fall down."" That is akṣara . Akṣara and kṣara . The spiritual world is akṣara , and this material world is kṣara . So the living entities or God in the spiritual world, they are all akṣara . And in the material world we are all kṣara . Therefore akṣaram paramaṁ brahma . The Supreme..."
Chandobhai,Svabhāvo 'dhyātmam.,Prabhupāda, Svabhāvam .
Dr. Patel,"Sva means ""own.""",Prabhupāda, Eh?
Dr. Patel,"Bhāva means...? Bhāva (Gujarati)? Essence, essence.",Prabhupāda, Sva - bhāvaḥ means nature.
Dr. Patel; Chandobhai; Dr. Patel; Chandobhai,Nature. Sva - bhāvaḥ ...; Adhyātmam .; Adhi - ātma . That is the...; That is real bhāva .,Prabhupāda, Adhyātma . Adhyātma means bodily and mentally.
Chandobhai; Dr. Patel,"Ah, bodily and mentally, yes.; Adhyātma ? Bodily and mentally?",Prabhupāda, Yes.
Chandobhai,Mentally. Spiritually... Inner existence.,Prabhupāda," No. Adhyātmam . Adhyātma . Ātma means body, mind and the soul, but here adhyātma means the body and the mind. That is material nature. The body and mind is made of material nature. [break] ...creation."
Chandobhai,"Creation, yes.",Prabhupāda," So by working with the body, we create another creation."
Dr. Patel,Bhūta -bhāvodbhava...,Prabhupāda," Just like now I am a human being. Next life I may be a demigod, I may be a dog. That I create. That is sarga ."
Dr. Patel; Chandobhai; Dr. Patel,That is karma .; That is his karma . That is his karma .; What is karma ?,Prabhupāda," Karma , anyone can understand. As you... Fruitive activities. You do something and enjoy the good or bad result. That is karma . You do something, either good or bad. So the result you'll have to suffer or enjoy."
Dr. Patel,"But here is a very big question. I'm very sorry to... Who does the karma ? Unless and until we have got ahaṅkāra in that, then...",Prabhupāda," The ahaṅkāra is there, false ahaṅkāra . You are thinking that ""I am kṣatriya . "" That is false ahaṅkāra ."
Dr. Patel,"That is what I said. So doer is that, ahaṅkāra is the doer.",Prabhupāda, That ahaṅkāra ...
Dr. Patel,Then it is karma . Not otherwise.,Prabhupāda," As soon as you come to the material world, the ahaṅkāra is there, that ""I... I belong to India."" ""I belong to America."" ""I belong to brāhmaṇa community, kṣatriya ... "" The ahaṅkāra is there. Ahaṅkāra -vimūḍhātmā. So long this ahaṅkāra is there, ""I am this, I am that,"" all bodily concept..."
