Question Speaker,Question Text,Answer Speaker,Answer Text
Gurudāsa,Guru dāsa : Any service for me?,Prabhupāda, What you are doing there now?
Gurudāsa,"Guru dāsa : Um, I've just been talking with Saurabha about the Māyāpur plans to present at this conference in Vancouver, Exposition. We're making a presentation there.",Prabhupāda, Oh.
Gurudāsa,Guru dāsa : So we're getting that together. Tomorrow I'm leaving.,Prabhupāda, For Vancouver?
Gurudāsa,"Guru dāsa : No, I'm go..., tomorrow I'm going to join Bhavānanda for a week, Bhavānanda Swami. Then I go to Delhi to see... And I'm also going to Bhuvaneśvara for Gopāla Kṛṣṇa . Then I'm going to Delhi to see that American Ambassador again about putting our name on the food list, Indo-American food list, then Vṛndāvana , then Vancouver.",Prabhupāda, So (indistinct) Delhi. Then?
Gurudāsa,Guru dāsa : New York.,Prabhupāda, New York. Delhi to New York?
Gurudāsa,Guru dāsa : Yes.,Prabhupāda, (indistinct)
Gurudāsa,Guru dāsa : Yes.,Prabhupāda, (indistinct)
Gurudāsa; Guest (1) (Indian man),"Guru dāsa : I think it is direct. That I can do.; (Hindi with Prabhupāda) In relation with our business also, I am thinking of going.",Prabhupāda, No business. (laughter) Don't go. Business is this hari kīrtana .
Guest (1),(Hindi) I just said that I had thought of that in my own different way also.,Prabhupāda, (Hindi)
Gurudāsa,"Guru dāsa : People carry on business for happiness and enough to eat and enough clothing. That, no separate endeavor is necessary. Kṛṣṇa gives it all, and more happiness. We can attest to that because we did business. All of us were businessmen.",Prabhupāda," (Hindi with guest) Oh, I see that are (indistinct)."
Guest (1),"No, I am not leaving. Whether Kṛṣṇa gives me fifty rupees or five million rupees, it does not make much difference, because I am in the line, because I am in the line.",Prabhupāda, That's all.
Guest (1),I may leave any time.,Prabhupāda," No, no that's all right."
Guest (1),I may leave any time also.,Prabhupāda, That is our purpose to (indistinct).
Guest (1),"Unfortunately some things happened, and some court matters are going on.",Prabhupāda, Court?
Guest (1),"Court matters, some, some law suits, etc. which I have filed which aggregate to the extent of about crore rupees or so.",Prabhupāda, Hm.
Guest (1),"Oh, I mean I'll get that much. That could be as good amount as you (indistinct).",Prabhupāda, Where? Where? Your claim?
Guest (1),"Yes, yes.",Prabhupāda," You have to, you have to pay so much stamping fee."
Guest (1),"No. The maximum stamp duty to be paid is fifteen thousand. Even if you've got a claim of fifteen crore, fifteen thousand is the maximum stamp duty you have to pay. You don't have to pay more.",Prabhupāda, Fifteen thousand you have to pay?
Guest (1),Yes.,Prabhupāda," (Hindi) ...in this age, Kali ."
Guest (1),(Hindi) ...he owes me money and I couldn't get my money back from him.,Prabhupāda," If you have no money, then you cannot get justice, because he's claiming it is right claim, but if he had no fifteen thousand, then he could not claim it. Fifteen thousand is there, then (indistinct), so on , so on. So anyone who has no money, he cannot get justice in Kali - yuga . (Hindi)"
Guest (1),"A lot of that fifteen thousand is exempted in some cases, but even then you have to figure out some (indistinct) and remain in the, I mean present yourself in the court in the mood to argue and talk and all that things. So naturally if you don't have even that much, you have to forego (indistinct). What you're saying is hundred percent true. Yes. It's like that.",Prabhupāda, And nowadays bribe also.
Guest,Yeah. This is a must.,Prabhupāda," Fourth-class, śūdra (indistinct), bribe."
Guest (1); Guest (2); Guest (1); Gurudāsa; Guest (1),"(indistinct) one of the partners. (indistinct) another partner.; (indistinct) The demand it as a bribe also.; (indistinct) your partner like that?; Guru dāsa : Because blind leaders, we have allowed bribery to come about. In the passport line you have to stand because they suspect one thief. Every man who is a gentleman also has to stand and be inspected. It's Kali - yuga .; One thing is there, when I am worried about this thing or that thing, this is the place where I get peace of mind. I forget everything.",Prabhupāda, That's a fact.
Guest (1),"And I don't come here with any expectation, not for liberation or anyone or anything, this or that. I, what I get...",Prabhupāda, If you're getting...
