Question Speaker,Question Text,Answer Speaker,Answer Text
Bhavānanda,Bhavānanda : (indistinct) Mahārāja ?,Prabhupāda, Eh?
TamālaKṛṣṇa; Bhavānanda,"Tamāla Kṛṣṇa : Oh, about this one. (?); Bhavānanda : Śrīla Prabhupāda asked about this Maṭha .",Prabhupāda," Who, who is he?"
Bhavānanda,Bhavānanda : He's a renegade brahmacārī from one of your godbrothers.,Prabhupāda, Prabhupāda dāsa . [break]
Gargamuni,He seems to be helped by Mādhava Mahārāja .,Prabhupāda, Oh.
Gargamuni,He's the one that purchased the land on the north side of us.,Prabhupāda, Yes.
TamālaKṛṣṇa,Tamāla Kṛṣṇa : (indistinct) will go tomorrow?,Prabhupāda, Yes. You time fix up. I am ready.
TamālaKṛṣṇa,Tamāla Kṛṣṇa : Yes.,Prabhupāda," Hare Kṛṣṇa . Jaya . [break] Hare Kṛṣṇa . [break] ...when I don't remember, ""Get out."" This is Māyāvāda philosophy. ""So long I require your help, I catch your hand. And as soon as I don't require, please get out"" [break]"
Gargamuni,We have Kṛṣṇa .,Prabhupāda," Yes. He, he was worshiping Viṣṇu at home, and he was trying to kill Kṛṣṇa . Similarly, there are many Vaiṣṇavas like Jarāsandha -apparently worshiping Viṣṇu —but trying to kill Kṛṣṇa . Jarāsandha - Vaiṣṇava ."
Jayapatākā,So what is the value of such worship of Viṣṇu ?,Prabhupāda, Eh?
Jayapatākā,So what is the benefit of such worship of Viṣṇu ? Jarāsandha worship?,Prabhupāda," They will get material opulence. Asuras, they want material opulence. They, they do not understand what is spiritual life or spiritual happiness, what is devotional service. Neither they'd like to understand. Which way?"
Jayapatākā,Left here. [break],Prabhupāda, ...we heard from...?
Gurukṛpā,From the Ganges?,Prabhupāda, Eh?
Gurukṛpā; Jayapatākā,From the Ganges?; What is this land? (?) [break],Prabhupāda," ""...near the brahmajyoti, I don't want. Now I have merged."" This is Māyāvāda theory."
TamālaKṛṣṇa; Jayapatākā; Madhudviṣa,"Tamāla Kṛṣṇa : This is all that silt from the Ganges River, Prabhupāda.; This man, he wants to sell this land, seventeen bighās, for seven hundred rupees. [break]; How is that possible?",Prabhupāda, Hmm?
Madhudviṣa,How is the Ganges flowing through the planetary systems?,Prabhupāda, So? It is not possible?
Madhudviṣa,"I don't know. It is possible, but it is incomprehensible.",Prabhupāda, Everything is incomprehensible. How the planets are floating in this air?
Madhudviṣa,Because Kṛṣṇa is in them.,Prabhupāda," Then, similarly, Kṛṣṇa desires; everything is possible."
Jayapatākā,Madhudviṣa Mahārāja has given us only his T-shirt.,Prabhupāda, Eh?
Jayapatākā; Madhudviṣa,"He has given us nice shirt, Gaura - Nitāi .; Yes. [break]",Prabhupāda," ...is a great opportunity, this taking bath along with the Vaiṣṇavas in the Ganges at Navadvīpa ."
Jayapatākā,"By your mercy, you have given us such a great opportunity, Śrīla Prabhupāda.",Prabhupāda, Hare Kṛṣṇa . It is all respectively. You are all Vaiṣṇavas. To take bath along with you is a great opportunity.
Gurukṛpā; Bhavānanda,"A great opportunity to be purified. [break]; Bhavānanda : ...spiritual master. Then when he reaches a certain point, he lets go. What is...? What becomes of Him? He is also Māyāvādī .",Prabhupāda," Yes. That is Māyāvādī philosophy. [break] ...philosophy, cakhudāna dilo yei janme janme prabhu sei . Narottama dāsa Ṭhākura sings that, ""One who has opened my eyes, my spiritual master, he's my father, life after life."" So how he can, he can say, ""Go away now""? That is Māyāvāda philosophy. (end)"
Nitāi,Nitāi : What's the story behind the rediscovery of Māyāpura?,Prabhupāda, Eh?
Nitāi,Nitāi : Is there some story related to the way in which Māyāpura was found by Jagannātha dāsa Bābājī?,Prabhupāda," The Ganges is going sometimes that side, then this side. So it was under the impression that original Caitanya Mahāprabhu's birthsite is now under water. Or there were many theories and suggestions. Later on, Jagannātha dāsa Bābājī said that ""Here is the..."" Hare Kṛṣṇa ."
Nitāi,"Nitāi : In previous days, it was a very big city.",Prabhupāda, (Bengali)
Indian,Ācchā. (end),Prabhupāda," ...every payasā you should spend for Kṛṣṇa . Not that ""Kṛṣṇa is giving money. Let us squander it as much as we like."" Then there will be scarcity. [break] What is that?"
Jayapatākā,This is a short cut.,Prabhupāda," Oh, all right. [break] ...pūjyante dhanya yatra sucancitam (?), ""Where a rascal is not worshiped, where foodstuff is kept very carefully,"" and dam - patyoḥ kalaha nāsti, ""and when there is no fight between husband and wife, or family-wise,"" tatra śrīḥ svayam āgataḥ , ""there goddess of fortune is always present."" Hare Kṛṣṇa . This is the principle given by Cāṇakya Paṇḍita , the greatest politician and moralist. Mūrkha means who is not pure devotee of Kṛṣṇa . He's a mūrkha or mūḍha . Not that ABCD learned. ABCD learned is no use. And another śloka , Cāṇakya Paṇḍita says who is learned man. Mātṛvat para - dāreṣu : ""One who does not think of any illicit sex life."" Mātṛvat... Every woman-mother. Except his married wife, every woman is mother. Mātṛvat para - dāreṣu para -loṣṭravat ""And others' money, just like garbage."" Nobody touches. Mātṛvat para - dāreṣu para -dravyeṣu loṣṭravat, and ātmavat sarva - bhūteṣu : ""And one who sees like himself all other living entities, he's paṇḍita , he's learned."" Not by MA , Ph.D. Hare Kṛṣṇa . [break] ... yaḥ paśyati . Samaḥ sarveṣu bhūteṣu . [break] ... nihāram iva bhā ... It is called nihāra. As long, as soon as the sun becomes strong, immediately, everything finished. Just see. This... What is called fog, or...?"
Jayapatākā,"Just like when you came to the West, Prabhupāda, you cleared away the fog.",Prabhupāda," At least, I tried for that. Whatever is done it is done by Kṛṣṇa . [break] ...keeps intelligent to the sincere servant. Otherwise, everything is done by Kṛṣṇa . So if you, one is sincere to Kṛṣṇa , he will act everything rightly because the direction is... Buddhi yogaṁ dadāmi tam . The perfect direction is there. I do not know why people denies to take direction from Kṛṣṇa . He gets perfect direction. But he does not like to take. What is this tree?"
Jayapatākā,"The imli, I think.",Prabhupāda, Imli.
Jayapatākā,Not imli? They call that...,Prabhupāda," No, no, not imli. Imli's different. This way, up to that river? [break] ... vāsudeva - parāyaṇa . Vāsudeva - parāyaṇa , means Kṛṣṇa conscious person, they solve all questions by one thing, Kṛṣṇa consciousness. Exactly like the sun solves all the problems of this nihāra, foss. It is called foss?"
Jayapatākā,Fog.,Prabhupāda, Fog.
Jayapatākā,Mist.,Prabhupāda," Nihāram iva bhāskara . Let the scientists do it in their scientific way, drive away the fog. Is there any process? Eh? In the ocean, when there is fog like this, they have to stop all the ships and cry, (makes sound like fog horn:) onnnh, onnnh, so that they may not collide. I have seen it when I was coming, going to USA . Where is Mohanānanda? He is here? No. Mohanānanda? Hare Kṛṣṇa . The difference between other camps and our: they call these men from their daily, I mean to say, life, householder's life, for this purpose for a week or so, but they are not dedicated. Here, in our camp, all our people are dedicated to the cause. That is the difference. So they cannot surpass your activities."
Jayapatākā,"Because you are dedicated, Śrīla Prabhupāda.",Prabhupāda," Yes, everyone should be dedicated, I or you. Does not... That is the success of life. Dedicate your life for Kṛṣṇa . That is the perfection. Even there are some faults, even dedicated life is noble life. Maybe, due to our past habits, we may commit some faulty action, but that dedicated life is sublime. Api cet sudurācāro bhajate mām ananya - bhāk , sādhur eva sa mantavyaḥ [Bg. 9.30 ] ."
Jayapatākā,"This, from this... This is the land that we want to get. It starts from here. And that's our land there. [break]",Prabhupāda," ...immediately appreciates Kṛṣṇa's intelligence. Parāsya śaktir vividhaiva śrūyate svā -bhāvikī... [Cc. Madhya 13.65 , purport]. It is being done as if automatically, but no, there is brain. That brain, these rascals, they cannot find out. Machine, nature only. What is this nature? Nonsense. So which way we shall go? This way? Up to the river?"
Jayapatākā,Yes.,Prabhupāda, Each and every grain...
Jayapatākā,Here's our mango tree.,Prabhupāda, Eh?
Viṣṇujana,Mango.,Prabhupāda, Mango tree?
Bhavānanda,"Bhavānanda : Yes, we planted, uh... (end)",Prabhupāda," ...no woman can... [break] So I took it very a cheap price. There was no question of woman. I kept my office there. And the address was Multani temple. It is a temple. Multani temple, Grant Road. And in my retired life my office was there, Rādhā - Kṛṣṇa temple and Delhi, Chippiwada. And my residence was Rādhā - Dāmodara temple. And before that, that Keśī Ghāṭa . Who has seen that? You have...?"
Devotee,Oh yes.,Prabhupāda, That was also temple. Yes.
Indian devotee; Indian devotee,"Kṛṣṇa has arranged.; Very nice side, Prabhupāda.",Prabhupāda, I lived in that house for seven years. And then I came to Rādhā - Dāmodara temple.
Devotee,(indistinct),Prabhupāda," Which way? [break] ...stayed in that Rādhā - Kṛṣṇa temple, Malliks. And still I am living in temple. So Kṛṣṇa has arranged nicely, from the beginning of my life, temple. Which way? This way? [break] Medhi , this is called medhi , this rod, center. So the, the bull is bound up with it and he goes round, goes around. All day. So gṛhamedhī means center is home, and he goes round. Throughout the whole life. They are called gṛhamedhīs."
Hṛdayānanda,Hṛdayānanda : This is called medhi .,Prabhupāda," Medhi , yes. Another medhi means killing. So one who keeps himself in household life, he kills himself. Killing, Gṛhamedhī . And that is little long term meaning. But this is the direct meaning. The medhi rod is there, and he simply... He's very busy. Busy means within few feet. But he's thinking he's very busy. Anyone got, he has got home, and he's simply rounding about. Anywhere you go. The center is that. And what is that gṛha ? Where? Which way?"
Bhavānanda,"Bhavānanda : This way, Śrīla Prabhupāda.",Prabhupāda," Na gṛhaṁ gṛham ity āhur gṛhiṇī gṛham ucyate . The gṛham , house, is not actually gṛha . Gṛha means the wife. Gṛhiṇī gṛham ucyate na gṛhaṁ gṛham ity āhuḥ . Gṛhiṇī gṛham ucyate . So to become householder means one must have a wife. So actually round the wife. Gṛhamedhī . Round the wife. And what is wife means, everyone knows. It means round that thing. Is that good analysis?"
Devotees,Jaya .,Prabhupāda," Na gṛhaṁ gṛham ucyate . [break] ...explain. It is not my manufacture. What is said? Yan maithunādi- gṛhamedhi , yan maithunādi- gṛhamedhi , yan maithunādi- gṛhamedhi ... [break] ... tuccham . The gṛhamedhī's happiness, what is that happiness? Maithunādi. Sex. Yan maithunādi- gṛhamedhi - sukham . Gṛhamedhi - sukham [SB 7.9.45 ] . Those who are gṛhamedhīs"", what is their happiness? Sex. That's all. Yan maithunādi- gṛhamedhi - sukham . And what is that sex? Kaṇḍūyanena karayor iva duḥkha - duḥkham . It is itching between the two hands. Kaṇḍūyanena kara . But the, after that itching, there is very bad effect. Kaṇḍūyanena karayor iva duḥkha - duḥkham . That is unhappiness. Therefore tṛpyanti neha kṛpaṇā bahu - duḥkha - bhājaḥ [SB 7.9.45 ] . Those who are kṛpaṇāḥ , they are not satisfied. They want to do it... (end of recording)"
Viṣṇujana,"And there were only two Hindu gentlemen in the village and still, the Mohammedans received us and arranged for our kīrtana and prasādam distribution.",Prabhupāda, Very nice.
Viṣṇujana,We felt it was Nityānanda's grace.,Prabhupāda, Hare Kṛṣṇa . Yes.
Viṣṇujana,"First we were afraid. Haridāsa Brahmacārī told me: ""Oh, these are Mohammedans. They'll not help us in any way, nor will they accept prasādam . "" But then I said let us go...",Prabhupāda," No, no. Everyone will help us. Maybe... In that way sometimes Hindus are also against. It is not the Mohammedans. Caitanya Mahāprabhu's time, even the Hindus were against His movement, the brāhmaṇas. They complained to the Kazi that ""This is not Hindu movement."" You see? The saṅkīrtana movement. Therefore Kazi had to take steps to stop the saṅkīrtana movement. So Kazi took step on the ground of complaint by the Hindus."
Nitāi,Nitāi : That's similar to what happened in Bombay.,Prabhupāda, Eh?
Nitāi,Nitāi : That's similar to what happened...,Prabhupāda, Yes.
Nitāi,Nitāi : ...in Bombay.,Prabhupāda," The Hindus, they wanted to break our temple, and they broke part of it. You do not know? Oh, how is that? There was a great agitation. By the instruction of the municipality, being bribed by the other party. You, you have not heard that we had so much...?"
Devotee,"Not heard, no.",Prabhupāda, How is that? It was very well...
Jayapatākā,"In our exhibition booth, we have put up articles about it. India exhibition. Bombay has exhibited the matter.",Prabhupāda," Hare Kṛṣṇa Hare Kṛṣṇa Kṛṣṇa Kṛṣṇa Hare Hare Hare Rāma ... [break] ...to take evening walk. This part, on the field, agricultural field. [break] ...if you have any land to purchase immediately, then I can ask Mahadevia, He can pay for that. [break] ...Americans without machine, they cannot sleep. They must smell, ""Here is a machine."" Then they can sleep. There was a fisherman. So at, in the evening... That is still in India. In the evening you can ask shelter from any householder's house. They'll give you shelter. So he came in the evening, ""Sir, I want to pass night in your home."" ""All right, you are welcome."" So the fisher basket, fishing basket. ""You keep this here, outside, and you sleep inside."" So whole day, he was restless. Then whole night, he could not sleep. Then the master said, ""You are not sleeping?"" ""No, sir."" ""Why?"" ""Now, because my baskets are kept outside."" ""What is in the basket?"" ""No, unless I smell, I cannot sleep."" (laughter) So these Americans, unless they smell about machine, they cannot sleep. ""Habit is the second nature."" For ordinary muscle work, they'll bring so many machines. I have seen. Karandhara was doing. At least that machine must come. (Makes sound like machine:) kat kat kat kat kat kat kat kat. Making hole. That machine is compulsory."
Devotee,"Recently, Prabhupāda, I saw one machine for...",Prabhupāda, Yes.
Devotee,"For rubbing the nails, there is a battery operated machine.",Prabhupāda," Oh, yes. Machine for cleansing, so many things."
Devotee,And for nail rubbing also.,Prabhupāda, Yes. For massaging. Everything.
Siddha-svarūpānanda,Siddha -svarūpānanda: They have for brushing the teeth.,Prabhupāda," Oh, very..."
Siddha-svarūpānanda,Siddha -svarūpānanda: You just hold the toothbrush and the machine makes it go up and down.,Prabhupāda, Just see.
Siddha-svarūpānanda,"Siddha -svarūpānanda: Some scientists, they want to make all the different body parts. They want to give artificial arm, then artificial feet, and they're, they're spending all kinds of money and time making these complicated machinery to do the same thing that the body is doing. And the ultimate goal, these scientists were stating, their ultimate goal was to make a complete human body so that the person never has to die, but he can always change his body just before it breaks.",Prabhupāda, But the maker of that machine will die.
Siddha-svarūpānanda,Siddha -svarūpānanda: Yes.,Prabhupāda," He cannot save himself. He can make a machine which will not die, but he will die. Is that all right?"
Devotee,Yes.,Prabhupāda," How much perfect he is, that you can consider, that he's making something perfect which will not die, but he will die. So he's imperfect. So how his machine is perfect? This is common argument. He's imperfect. But he cannot make such machine that he will not die."
Satsvarūpa,They say in the future they will...,Prabhupāda," Oh, that is, that is a... Kicking, they on their face. That is the only loophole on which we can kick on their face. You see? They are making machine perfect, but they cannot make themselves perfect. Why don't you ask that ""Why don't you make a machine that you'll not die? Your machine will not die, I accept. You're so perfect. But why you will die? Why you will die?"" What is their answer?"
Siddha-svarūpānanda,"Siddha -svarūpānanda: They say that they will get to a point where, when each cause of their death, maybe, say, a bad heart, then they can get an artificial heart.",Prabhupāda," All right, you can get everything. You will do it. But why don't you do it for yourself that you will not die?"
Satsvarūpa,"They'll say, ""That's all right. I'm working for posterity so that people who come in future generations...""",Prabhupāda," What posterity. You cannot take help from your machine. What posterity you will take? It is nonsense. You are starving, and you, you want to speak that ""I will distribute prasādam . "" What is this nonsense? You are starving, and you are proud of distributing food to others. Is that very good reason, a reasonable proposal? What...? First of all, you stop your starvation. Then you can say, ""Now I have stopped my starvation. I'll distribute food to the hungry men."""
Siddha-svarūpānanda,Siddha -svarūpānanda: All the scientists and leaders are all like that. They don't have the vaguest idea. They don't have the vaguest idea...,Prabhupāda, Therefore we...
Siddha-svarūpānanda,Siddha -svarūpānanda: ...of anything.,Prabhupāda," ...call them rascals and fools. They may advertise themselves as scientists, but we take them as rascals and fools."
Siddha-svarūpānanda,"Siddha -svarūpānanda: Some of them so much want to be God, they're thinking they're going to create life and make bodies and this and that.",Prabhupāda," The only question is that first of all, keep your life. Then you cure another life. Life in you is already there. Now keep it. Protect it by some machine or by some chemical. Then you talk all this nonsense. What do you think, Viṣṇujana Mahārāja ?"
Viṣṇujana,"At the fairs in the United States, they have exhibits of what the scientists are doing, and one scientist has actually invented a machine... Costs one hundred thousand dollars, and this machine can take the head of a man from his body and keep the brain cells still going, and they expect that this machine, they expect, they haven't done it to anyone because no one will do it...",Prabhupāda, That expectation is always there. Any fool can expect anything. That is another thing.
Viṣṇujana,But they've done it with goat head.,Prabhupāda," We are concerned what you are doing now. That's all. We are not for expectation, future hope. We do not believe in that. Trust no future, however pleasant. It may be pleasant to you, but we don't believe it. You rascals, you can feel, but history shows that after death, no brain works. So we take this simple conclusion, that this brain is useless. So am I right or wrong?"
Siddha-svarūpānanda,Siddha -svarūpānanda: You are right.,Prabhupāda," Sudāmā Vipra , you are very critical. You can say. Am I right or wrong?"
SudāmāVipra,Sudāmā Vipra : You're right. (laughter),Prabhupāda," Thank you. That's... Svarūpa Dāmodara asked the scientist that, ""You are beginning life from chemicals. Suppose I give you chemicals, can you make life?"" ""That I cannot say."" This is their proposal. This is their... All rascals. And they're wasting public money and making other fools. They're going to the Candraloka and this loka , Venus. Simply wasting time. This remark I gave in the newspaper sometimes in San Francisco..."
Siddha-svarūpānanda,Siddha -svarūpānanda: When they asked about the moon.,Prabhupāda," Yes. Yes. It is simply waste of time and energy. That's all. And in 1968 I wrote that Easy Journey: ""And this is all childish."""
Siddha-svarūpānanda,Siddha -svarūpānanda: Sputniks.,Prabhupāda, Yes. Have you read that?
Siddha-svarūpānanda,Siddha -svarūpānanda: Yes. It is very nice.,Prabhupāda," So we can boldly say on the strength of Vedic literature that all these attempts are childish and those who are attempting, they're all fools and rascals. That's all. Now they're silent about moon expedition. They're trying to go to Venus. What happened to moon, moon planet?"
