Question Speaker,Question Text,Answer Speaker,Answer Text
Dr. Patel,Almost everything. All His śaktis excepting Him.,Prabhupāda," Athāto brahma jijñāsā , janmādy asya yataḥ [SB 1.1.1 ]."
Girirāja,"""They began to say that 'The chief gopī , Rādhārāṇī, who was taken alone by Kṛṣṇa must be very proud of Her position, thinking Herself the greatest of the gopīs. Yet how could Kṛṣṇa take Her alone, leaving all of us aside?' """,Prabhupāda, [break] ...by Rūpa Gosvāmī. Rādhe jaya jaya mādhava - dayite .
Dr. Patel,Rādhe jaya jaya mādhava ...,Prabhupāda," Mādhava - dayite , gokula ... Eh?"
Girirāja,Taruṇī .,Prabhupāda," Gokula - taruṇī maṇḍala -mahite. Rādhe jaya jaya mādhava - dayite , gokula - taruṇī , all the maṇḍala -mahite. She is the most beautiful amongst all the young girls in Gokula . Rādhe jaya jaya mādhava ... Rūpa Gosvāmī's praying,"
Dr. Patel,Even though They are one in...,Prabhupāda, Yes. Yes. Rādhā - kṛṣṇa - praṇaya -vikṛtir hlādinī - śaktiḥ .
Dr. Patel,Hlādinī ...,Prabhupāda," Yes. Parāsya śaktir vividhaiva śrūyate [Cc. Madhya 13.65 , purport]. So Rādhārāṇī is the hlādinī - śakti . So when the Parabrahman wants to enjoy, He does not enjoy in this, the material energy. He expands His own pleasure potency. That is Rādhā - Kṛṣṇa tattva . Tad - dvayaṁ caikyam āptam caitanyākhyaṁ prakaṭum adhunā . ""They have again become united in the form of Lord Śrī Caitanya Mahāprabhu ."" Rādhā kṛṣṇa nāhe anya . Śrī kṛṣṇa caitanya , rādhā kṛṣṇa nāhe anya . Rādhā - kṛṣṇa - praṇaya -vikṛtir hlādinī -śaktir asmād ekātmānāv api deha ... [Cc. Ādi 1.5 ]. Hare Kṛṣṇa . [break] ...in every respect. We imitate, ""I am the lord of everything."" That is also imitation."
Dr. Patel,"Yes, that is also imitation. We are imitating gopīs, not Kṛṣṇa . (Hindi) Ah, his representative, will put on him. [break]",Prabhupāda," Girirāja, who is the Girirāja?"
Girirāja,Govardhana .,Prabhupāda, Yes.
Dr. Patel,"You are also Govardhana , enlarger of the cows.",Prabhupāda," Govardhana - pādapa - tale . This is the... This is the bhajana of Gauḍīya Vaiṣṇava . He rādhe vraja -devike ca lalite he nanda -sūno kutaḥ . Kutaḥ : ""Where You are?"" Gauḍīya Vaiṣṇava will never say that ""We have seen."" Kutaḥ : ""Where You are?"""
Dr. Patel,"They were searching, search of Rādhā .",Prabhupāda," Search of Rādhā . That is Gauḍīya Vaiṣṇava , vipralambha , in separation, feeling ""Where is Kṛṣṇa ? Where is Kṛṣṇa ? Where is Kṛṣṇa ?"" Govinda - viraheṇa me. Śūnyāyitaṁ jagat sarvaṁ govinda - viraheṇa me."
