Question Speaker,Question Text,Answer Speaker,Answer Text
Gurudāsa,Yes. I used to cook myself before meeting Yamunā .,Prabhupāda," Long, long ago?"
Gurudāsa,Yes.,Prabhupāda, And it was very nice?
Gurudāsa,"It was nonsense, but I enjoyed it.",Prabhupāda," In India amongst the brāhmaṇas, this self cooking is very much (indistinct)."
Gurudāsa,"I think it... (break) ... prasādam in a very simple way. When you cook yourself, very simple.",Prabhupāda, Yes. (break)
Gurudāsa,"... Rādhā - Dāmodara , did you cook yourself?",Prabhupāda, Hm.
Gurudāsa,Sarajini helped?,Prabhupāda," Sarajini simply washed the dishes, cleansed the room, set out the bedding. I was cooking. (break)"
Devotee (1),"Soviet, Soviet Land, I forget the exact title. And this one woman was a poet.",Prabhupāda, Hm?
Devotee (1),"She was a poet. In one article in the magazine. And she was..., stated in her magazine how much she was sorry about her youth.",Prabhupāda, Youth.
Devotee (1),"Yeah, that she was living very poorly, and her father had to work all day very hard as a goldsmith or tinsmith. And how she remembers her mother, that she was kept in such poor conditions that all her life she was very miserable. And she said that she was thinking that her mother might have been a great poet or a great scientist, but because of being oppressed by the higher class of Russia that she could not develop, she simply was forced to live a very poor life. So I was able to understand that actually they are thinking that being oppressed by the higher classes, the lower class cannot properly develop their qualities.",Prabhupāda," That is a fact. But this higher class and lower class will continue to exist. Even it is existing in communistic countries. That cannot..., you cannot stop in this material world. The tendency is that everyone is thinking that he shall be the best enjoyer, best enjoyer. So this is called struggle for existence. Naturally, this higher class and lower class will remain. You cannot stop it. Even in communistic country, this Khrushchev was driven away. He was taking all advantages for his family, for himself. As soon as he got the post, he misused it. He gave his son-in-law very big post, his family members. That was detected, and he was charged that ""You are using your influence, nepotism."" Therefore, he was driven away. So this natural tendency, as soon as one gets power, he will try to utilize it. This psychology you cannot stop in the material world. That is not possible. That sacrificing spirit, that ""My life is dedicated to Kṛṣṇa ,"" then it is possible. Otherwise, as soon as one will get some position and power, he will try to utilize it for his personal benefit. How you can stop it? It is like if you try to make the lion nonviolent. Is it possible? Why lion? Even an ant is violent. Even an ant it is violent. As soon as it gets opportunity, it will bite you. So this tendency of artificial supremacy means material life. That is material life. So how you can stop it? That separation is going on. You see in the spiritual life also. My Godbrothers, they are trying to suppress me. They are writing articles that in foreign countries these things..., Ratha - yātrā is going on, so many temples have been, but they will never mention my name. They have suppressed. They want to... They write articles in such a way that Bon Mahārāja has done so much and they have done so much, and my name is not mentioned. This spirit, ""Oh, this man is going so high."" Therefore, Bhāgavata says nirmatsarāṇām . You know the meaning of nirmatsarāṇām ?"
Devotee (1),"""Without envy""?",Prabhupāda," Yes. The whole world is envious, whole world. I am envious of you, you are envious of me. That Bhāgavata is not meant for such envious persons. Paramo nirmatsarāṇām [SB 1.1.2 ] , those who are no more envious. How they will have a devotee envious? He loves Kṛṣṇa and in relationship with Kṛṣṇa loves everyone. In that position, in that state, one will not try to suppress another. Otherwise, it is material life. To live at the cost of others, to suppress one, to take other's money and become rich. There is story in the Aesop's Fable that—you perhaps know it—that a dog took the flesh in his mouth and was crossing a river, and the shadow was in the water. So he thought there is another dog with the flesh, so he wanted to..., he lost this, and that was a shadow. So he has got a flesh in his mouth, but he is an animal, it was deluded that ""Another dog is carrying, so I shall take."" So even in the cats and dogs, this tendency is there. Even the cats and dogs, they are also. So how can you stop it? That will be not stopped. They do not know. Therefore, these theories, they are simply theories; they are not practical. They do not know what is the nature, how nature is working."
