Question Speaker,Question Text,Answer Speaker,Answer Text
Pañcadraviḍa,Indian 6:35.,Prabhupāda," [break] ...fire, explain."
Harikeśa,"Harikeśa : Oh, because people can't see life in fire, they think there's no life in it, so therefore there's no life in the sun. But it's just like the Tata factory. When you see it from a distance there's many planes and fires, but inside there's many people who are working. Therefore just because you can't see life in fire doesn't mean it's not there. We see life in the earth, we see life in the water, we see life in the air, so why not in the fire? Is that all right?",Prabhupāda," Now question, answer."
TamālaKṛṣṇa,"Tamāla Kṛṣṇa : Well, one question is that the people in the Tata factory are not actually in the fire.",Prabhupāda," So they are also not in the fire. I say even if it is in the fire, there is no harm because the living soul is not burned to fire. That is stated in the Bhagavad- gītā . Adāhyo 'yam. Dāhya. Dāhya means burned. It is not burned. These are wrong conception. Because they have no conception of the soul, they think bhaṣmi bhūtasya dehasya : ""When the body is burned, then the soul is also burned."" If the soul is burned, then where is the question of tathā dehāntara - prāptiḥ [Bg. 2.13 ] ? How? In the Hindu system they burn the body. So if the soul is also burned, then where is punar janma ? You?"
TamālaKṛṣṇa,"Tamāla Kṛṣṇa : We can accept that the soul is not burned, but what about the body?",Prabhupāda, Body is burned.
TamālaKṛṣṇa,Tamāla Kṛṣṇa : So how can any body live in the sun?,Prabhupāda," So they are.... No, if.... They have got fiery body. As your body is made of earth, the fish body is made of water, and the so many others, different elements, so similarly, there the body is made of earth..., er, fire, fiery body. The so-called scientist, educationist, they.... Everything they conclude according to his own position. Therefore avajānanti māṁ mūḍhāḥ [Bg. 9.11 ]. They think Kṛṣṇa also ""like me."""
Acyutānanda,"Acyutānanda : The fish is in the water, but the fish is not water.",Prabhupāda," No, fish is not water, but he has got a body suitable for the water."
Acyutānanda,Acyutānanda : So the people on the sun have earthly bodies...,Prabhupāda, Yes.
Acyutānanda,Acyutānanda : ...who can tolerate heat.,Prabhupāda," Yes. There is no heat. They live.... Just like.... They are not suffocated. They don't feel any inconvenience. They enjoy. Against the waves they enjoy. You cannot go against the waves. They can go, even small fish. You'll find within this there are so many animals, so many. How they are living?"
Acyutānanda,Acyutānanda : Also science cannot explain how it is burning. Where is the fuel supply?,Prabhupāda, (laughs) Yes.
Acyutānanda,"Acyutānanda : And there is no smoke, no waste.",Prabhupāda," Nothing. They are all.... Therefore we say simply ""rascals."" We have given this title to them everlastingly. All rascals, mūḍha . Mūḍho nābhijānāti mām ebhyaḥ param avyayam . How Kṛṣṇa is working, they do not know. This is Bay of Bengal. Other side is Burma. [break] ...are so strong, it will never be drowned. Eh? (Hindi) The scientist says there is no life. Just disagree with them."
Acyutānanda,Acyutānanda : No life?,Prabhupāda," Scientists, yes, they say there is no life in the sun."
Acyutānanda,Acyutānanda : In the sun.,Prabhupāda," No, they say in every planet there is no life."
TamālaKṛṣṇa; Acyutānanda,"Tamāla Kṛṣṇa : Yes, only the earth planet.; Acyutānanda : Well, they have to qualify. They say, ""life as we know it.""",Prabhupāda, Hm?
Acyutānanda,"Acyutānanda : They say, ""There is no life as we know it,"" but there's some forms of life that they don't know.",Prabhupāda," So, but no, no. ""As we know,"" but what do you know? You are rascal."
Devotee,They are trying by radio waves to reach people.,Prabhupāda," (Hindi) Sarva - ga , this word is. Sarva - ga . Jivātmā (Hindi)..."
Devotee,[break] ...sending radio signals to faraway galaxies.,Prabhupāda," What is the meaning of their radios? Do you think that their radios are perfect? Do you think so? What, Acyutānanda Mahārāja ? Radio perfect? It is not perfect."
Acyutānanda,"Acyutānanda : And I think the demigods and higher beings, they can disturb all their radio attempts.",Prabhupāda," No, apart from that..."
Acyutānanda,Acyutānanda : Because they don't want trespassers.,Prabhupāda," ...how you can accept their radio machine are perfect? Because it is made by imperfect person, so how it can be perfect? If the manufacturer is imperfect, how he can make perfect machine? Nothing is perfect."
Acyutānanda; Devotee; Acyutānanda,"Acyutānanda : Actually the United States government has a whole agency for unidentified flying objects that people have seen that they keep secret so as not to frighten the whole America thinking that visitors from other planets will come. But there are many incidents of pilots who fly around in airplanes, who see other strange-looking objects coming at them, flying at them, or people from the ground have seen many.; One guy testified that he was picked up and taken away for four days.; Acyutānanda : Well, that was...",Prabhupāda, What they are? They are police? No. Mounted police?
Acyutānanda,"Acyutānanda : Yes, mounted police.",Prabhupāda, A mounted police here?
Acyutānanda; Devotee; Acyutānanda,"Acyutānanda : Saber. Sword.; Oh, it's a stick.; Acyutānanda : Oh, yes, lāṭhī , made like a stick. Yes.",Prabhupāda, [break] Why they are guarding here?
Acyutānanda; TamālaKṛṣṇa; Acyutānanda,Acyutānanda : I think for the horses.; Tamāla Kṛṣṇa : They're exercising the horse.; Acyutānanda : [break] ...house in Bengali. Is this where Swami Vivekananda...,Prabhupāda," Yes. After coming back from foreign countries, he made his position here in Madras."
TamālaKṛṣṇa; Acyutānanda,"Tamāla Kṛṣṇa : Beautiful building.; Acyutānanda : In Calcutta we have a life member, Veni Śaṅkara Sharma? You stayed at his house?",Prabhupāda," Hm, yes."
Acyutānanda,Acyutānanda : So he wrote a book called An Unknown Chapter of the Life of Swami Vivekananda. And in there he openly says that he smoked a hookah and ate meat.,Prabhupāda," Yes, that is known to everyone."
TamālaKṛṣṇa; Acyutānanda; Yaśodānandana,"Tamāla Kṛṣṇa : Was he praising that?; Acyutānanda : It was.... You know...; In Hyderabad there is a cook who used to cook for the Rāmakrishna Mission, and he said they used to cook any kind of meat.",Prabhupāda, Yes.
Acyutānanda,"Acyutānanda : I said, ""Did you ever cook human meat?"" He said, ""If they told me, I would have done that also."" There was nothing beyond their diet. ""Anything they told me to cook...""",Prabhupāda," This building belongs to Vivekananda's society, no? Vivekananda house."
TamālaKṛṣṇa; Acyutānanda,"Tamāla Kṛṣṇa : What is that?; Acyutānanda : That's Bengali. ""The house of Vivekananda.""",Prabhupāda, (Bengali)
Acyutānanda,Acyutānanda : They say Swami Vivekananda walked barefoot all over India at some stage of his...,Prabhupāda, Hm?
Acyutānanda,Acyutānanda : That.... This statue here is his life as a wandering sādhu .,Prabhupāda," Who is a sādhu ? Then question is, who is a sādhu ? Who is a sādhu ? You cannot say?"
Acyutānanda,Acyutānanda : One who is Kṛṣṇa conscious.,Prabhupāda," Api cet sudarācaro bhajate mām ananya - bhāk , sādhur eva sa mantavyaḥ [Bg. 9.30 ] . Unless one is cent percent Kṛṣṇa conscious, he is not a sādhu . Sādhu - bhūṣaṇa ."
Yaśodānandana,This is the vehicle in which we travel.,Prabhupāda, Hm?
Yaśodānandana,"This vehicle is the vehicle in which we travel to all the different cities for making the life members and arranging all the programs in South India, this vehicle.",Prabhupāda, This is your own?
Yaśodānandana,We are renting.,Prabhupāda, When I was in South Africa...
Indian man (1),South Africa.,Prabhupāda," Yes, Johannesburg. This beach reminds me of that beach. You were with me?"
Harikeśa,Harikeśa : Yes.,Prabhupāda, All statues are crying here.
Acyutānanda,Acyutānanda : This is Annie Besant.,Prabhupāda," [break] ... avatāra here, and she also came from Ireland to become avatāra here."
Acyutānanda,"Acyutānanda : I heard how she became interested in the Gītā . She was Christian, and her infant died. So she asked priests, ""Where will this soul go, to heaven or hell? And why? Because he hasn't done anything."" So she was never satisfied with their answers. So then she heard that there is transmigration of the soul. Then she became interested in the Gītā , India.",Prabhupāda, So did she understand?
Acyutānanda,"Acyutānanda : Well, only up to transmigration of the soul.",Prabhupāda, She admits.
Acyutānanda,Acyutānanda : Yes. [break],Prabhupāda, It was open? If there are any doubt. [break]
Indian man (2),...all practical things...,Prabhupāda, Yes.
Indian man (2),...political things. Two and two will always be four. But we people don't agree so far.,Prabhupāda, Yes. You want five.
Indian man (2),"(laughter) We want five, correct. Four to make it five.",Prabhupāda," There is a story that a grocer's son was doing business, and when he was given a five-rupees' note, so he was giving four rupees. So the customer said, ""Why you are giving me four rupees?"" ""No, I do not know what is the exchange."" ""No, it is six rupees."" So ""No, father will be angry."" (laughter) Means he knows perfectly well what is five rupees, but he is innocent when he was giving four rupees. And when the customer wanted six rupees, he, ""No, my father will be angry."" [break] ...created a havoc by misinterpreting Bhagavad- gītā , all people. According to their wish, ""Five-rupees note means four rupees,"" by imagination. They have created havoc all over the world. Otherwise everything is there. Avajānanti māṁ mūḍhāḥ [Bg. 9.11 ]. If we take Kṛṣṇa's instruction, then whole world becomes immediately happy. But they will not take it. They will manufacture their own, two plus two equal to five or three, not exactly the four."
Indian man (3),So all anxiety and duḥkha have been created by the man himself.,Prabhupāda, Yes. They have created.
Indian man (3),"Nobody else is doing for him, but he created himself.",Prabhupāda, Yes.
Indian man (3),"And then he said, ""I am in misery. I am in trouble."" Trouble is created by you. Nobody has created.",Prabhupāda," So that is explained in the Bhagavad- gītā , that mind is the enemy and mind is the friend. So we created our mind, enemy or friend, and we suffer for that."
Indian man (3),"Mind is very, very powerful. How to make use of that? Actually mind is using the man; man is not using his mind.",Prabhupāda," In the Bhāgavata it is said, yasyāsti bhaktir bhagavaty akiñcana sarvair guṇais tatra samāsate surāḥ . In another line..."
Harikeśa,Harikeśa : Harāv abhakta ?,Prabhupāda," Eh? Harāv abhaktasya kuto mahad- guṇā mano -rathenāsato dhāvato bahiḥ [SB 5.18.12 ] . One who is Kṛṣṇa conscious, he has got all the good qualities. Yasyāsti bhaktir bhagavaty akiñcana sarvair guṇaiḥ : ""All good qualities can be manifest."" And harāv abhaktasya kuto mahad- guṇāḥ : ""And one who is not devotee, he has no good qualities."" ""Why? He is so educated."" No, mano - rathena : ""He is hovering over the mind."" Asāto dhāvato bahiḥ : ""He will stick to this asat . "" But the Vedic injunction is asato mā sad gamaya. He cannot go to the real platform of life. Asato bahiḥ . They do not understand that this godless civilization is the root cause of all calamities in the world. (Hindi) Kīrtanīyaḥ sadā hariḥ . The Caitanya Mahāprabhu said that kīrtanīyaḥ sadā hariḥ . Twenty-four hours you have to do that. But where is twenty-four hours? You will not twenty-four minutes. (Hindi)"
Indian man (4); Mahamsa; Acyutānanda,"Book was not in sale yesterday.; That book is not available in India, Prabhupāda.; Acyutānanda : It's a brand new book.",Prabhupāda," No, no, other books, they are not..."
Mahamsa; Indian man (4); Mahamsa,Other books were there. They were on the book table. There was a book table.; Where it is?; Many people were purchasing books. (Hindi),Prabhupāda," Prominent place. (Hindi) Keep in prominent place so that others can see. And any book which is not in stock, you can note down his order so that you can send him later on."
Indian man (5),He will come every day.,Prabhupāda, Yes.
Indian man (5),Mostly he approaching every member.,Prabhupāda," No, recently we have published very important book, Nectar of Instruction. For common man it is very nice. [break] Yesterday's lecture you liked?"
Indian men; Dhṛṣṭadyumna; Indian man (1),"Yes. (Hindi) [break]; Dhṛṣṭadyumna : ...sleep on the streets. They've arranged this housing, it is very minimal. So what many of these slumdwellers do when people are living on the streets is they come here, and they go back and live on the streets, but they rent out the apartment that the government has given them and they keep the money. They go back and live on the streets.; This houses? This is all rented by the government and given free of charge to the poor to clear the slums.",Prabhupāda," Therefore Bhāgavata says,"
Indian man (1),(Hindi),Prabhupāda," (Hindi) Just like Vivekananda philosophy, daridra - nārāyaṇa . (Hindi) How you can change this? (Hindi) First duty is, first of all enlighten them with knowledge. That is required, not by external bodily comforts. (end)"
Keśavalāl Trivedi,Keśavalāl Trivedi.,Prabhupāda," Trivedi, Mr. Trivedi, yes. So, who is independent? This is our question. Who is independent? Do you know any man who is independent or any animal or any...?"
Keśavalāl Trivedi,No.,Prabhupāda, So why they are thinking independently?
Keśavalāl Trivedi,"Unless we have got the identity, correct identity, we cannot be independent.",Prabhupāda, What is this?
Mahāmṣa,"This is keys for the lock, Prabhupāda. It fell down.",Prabhupāda, I think somebody has left.
Keśavalāl Trivedi; Mahāmṣa,"Yes, there is lock and chain.; This way, Prabhupāda.",Prabhupāda, Which way? This is natural lake or...?
Mahāmṣa; TamālaKṛṣṇa; Mahāmṣa; TamālaKṛṣṇa,"Yes, Prabhupāda. It never dries up. It stays full all year round.; Tamāla Kṛṣṇa : Gigantic. Like the Hyderabad lake.; It looks bigger than the Hyderabad lake.; Tamāla Kṛṣṇa : Bigger.",Prabhupāda," [break] So if you are not independent, what is the value of your thinking independently?"
Keśavalāl Trivedi,Absolutely none. None.,Prabhupāda, But everyone is thinking independently.
Keśavalāl Trivedi,"Yes. That is māyā . That is the māyā , that which is not.",Prabhupāda," They are making plans, theories, ""ism."" What is the value of this?"
Keśavalāl Trivedi,Absolutely none.,Prabhupāda," Therefore everything is becoming failure. So preach this truth to the world, that ""You are all rascals. Why you are thinking independently?"" Huh ? ""Why I am rascal?"" ""Because you are thinking independently. That is the proof that you are a rascal."" Andhā yathāndhair upanīyamānās te 'pīśa- tantryām uru - dāmni baddhāḥ [SB 7.5.31 ] . Īśa- tantryām uru - dāmni baddhaḥ . And they are thinking independently."
Keśavalāl Trivedi,"Baddha we have got, and still we are thinking...",Prabhupāda," Baddha - jīva , every moment he is under the strict laws of nature. Generally they think that.... They speak also. ""I think."" Do they not say? ""I think,"" as if he is independently thinking. What you can think? Hm? Acyutānanda Mahārāja , why do they say, ""I think,"" ""In my opinion""? What is the value of your opinion?"
Harikeśa,"Harikeśa : Well, I have a certain amount of experience, and with my intelligence and my mind and my scientific method, I can put all that together and come out with some practical solution which I can work on.",Prabhupāda," That you cannot, because you are not independent. Uru - damni baddhaḥ . If you are tied hands and legs with strong rope, how you can think of ""I shall become free in this way. I shall become free...?"" But your hands and legs are tied up, so why do you think foolishly that you shall become free in this way, you shall become free this way? First of all open this, the tightening knot; then you plan that ""I shall become..."" But there is no such chance. So what is the value of your thinking like that?"
Harikeśa,"Harikeśa : Well, relatively speaking, it's better to do...",Prabhupāda," That is another foolishness. Because you are so rascal, you do not know that ""I cannot move even an inch and I am making plan."" That is the proof that you are a rascal."
Keśavalāl Trivedi; Harikeśa,Tena vina tṛṇam api na calati . That is the way.; Harikeśa : But why are people in the capital...,Prabhupāda," Therefore we call them all rascals. That is our confirmation of our statement. Mūḍhas, you all rascals, without any exception. Hm? The other day the high-court judge, he's supposed to be the most intelligent person within this state, high-court judge, and he was talking so many nonsense."
Keśavalāl Trivedi,"Because he thinks he knows, he does not know.",Prabhupāda, Yes.
Keśavalāl Trivedi,One who thinks he knows...,Prabhupāda," Manyamāna, manyamāna. He is thinking he is very intelligent."
Acyutānanda,"Acyutānanda : While he was saying that, I was thinking, ""I hope I never have him for a judge.""",Prabhupāda, You'll find everywhere such.
Acyutānanda; Keśavalāl Trivedi; Acyutānanda; Keśavalāl Trivedi,"Acyutānanda : Ultimately he was saying, ""It is not Kṛṣṇa or this. It is some 'something.' That is the reality.""; He was thinking that he was bringing about some synthesization.; Acyutānanda : Yes.; And that he was bringing...",Prabhupāda, [break] ...with this land also? No. [break] ...this building?
Mahāmṣa,"I think it is a school, Prabhupāda.",Prabhupāda," Oh. [break] He does not know. He does not say that ""certainly school."" ""It may be."""
Harikeśa,"Harikeśa : Well, if I'm convinced it's a school, it's a school. I mean, the only thing that really matters is my perception of that thing.",Prabhupāda," You learn from him that it is school. Before that, you did not know. Therefore you have to learn. That experience is valuable, when you learn it."
Harikeśa,"Harikeśa : Yes, but the only thing that makes it a school...",Prabhupāda, You cannot imagine by seeing a building that it is a school. You cannot imagine that. That is foolishness.
Harikeśa,"Harikeśa : But all the people inside, they are also imagining that it's a school.",Prabhupāda, So that is all...
