Question Speaker,Question Text,Answer Speaker,Answer Text
Haṁsadūta,"No. If we get that house, Prabhupāda...",Prabhupāda, You can get.
Haṁsadūta,We can get?,Prabhupāda," Yes, why not? You have appealed to the king, and he is willing. Why can you not? What is the difficulty? Now it is your business how to induce, induce him. There is chance, ninety percent chance."
Haṁsadūta,"In which way will it be most helpful, in giving money personally or inducing others to give money? He will give money?",Prabhupāda," Yes, otherwise..."
Haṁsadūta,How much money?,Prabhupāda, Ten lakhs.
Haṁsadūta,Ten lakhs. They can give the full amount?,Prabhupāda," Yes, why not? This man... It is to be very carefully tackled. This king is going to die very soon. And as soon as the king dies, the queen's position is very precarious, almost finished. So if she becomes our president, she'll continue to keep her honor and prestige. That's a fact. She's a good lady. We have no objection to make her the president of the local center. And she is American. She will be able to tackle these American boys and girls with motherly affection. And we shall keep her always in good respect so that throughout her life she shall be honored all over as she was, as she was honored with her husband. This is a fact. So you have to convince her. And I think if the other ladies who are..., her daughter-in-law and granddaughters, like that... Because her son is dead. He was the king. This old man being invalid, his son was king. And I think that middle-aged woman was there. You have marked this? She might be her daughter-in-law and the young girls might be grandchildren. One of them, one of the daughters, girl, was very beautiful. So it appears that she comes from the royal family. Rāja - kanyā King's daughters are very beautiful. That is fabulous in India, king's daughter, rāja - kanyā . In India if anybody gets a good dowry and a beautiful wife it is said, arddhe rajatva eka rāja - kanyā (?) Actually we have seen in..., when Devaki was married to Vasudeva , how much dowry. Can anyone imagine now? So many thousands of horses, chariots, elephants, maidservants, all decorated with gold ornaments. One cannot imagine even at the present moment. Therefore they talk of ""legends."" But actually such dowries were given when a king's daughter was married. Not only royal family, even in ordinary family still, those who are rich, they spend lots of money to be married, either son's marriage or daughter's. When one spends lots of money during the marriage of one's daughter and son he is considered to be really rich man. That is the proof that he is rich man. So we can begin. He cannot rise, this, what is called, Muktananada? That's all right. Where he is?"
Devotee,"Muktananda, Prabhupāda?",Prabhupāda, Yes. You come here. Girls may sit here. You can sit comfortably on this. (Devotees come in and sit down.) What is that?
Kauśalyā,Kauśalyā : Her baby. Her child. Her son.,Prabhupāda," Oh. So we were talking of Ajamila , a brāhmaṇa resident of Kānyakubja , presently known as Kanauj. So, kānyakubje dvijaḥ kaścid asit patir..., asit kaścid dāsī -patir ajāmilaḥ , nāmnā naṣṭa -sadācāro dāsyaḥ saṁsarga - dūṣitaḥ . That, what is known as, at the present, prostitute, they were know as dāsya , dāsī . (aside:) Don't make sound, ""cut, cut."" Silent. Dāsī ... The kṣatriya kings also, when they married, with dowry many maidservants would follow the queen. That was the kṣatriya system. So Ajamila was the illegal husband of a prostitute, dāsī , dāsī - pati . Actually one should be husband of dharma - pati , religiously married, not a friend or a husband of illegal marriage. That is not allowed. Dāsī -patir ajāmilaḥ nāmnā ... Ajāmila nāmnā . His name was Ajāmila . Why the sound is in...? It is not possible to charge? ""Cut, cut cut, cut."" Naṣṭa -sadācāraḥ. Sadācāra means good behavior. Why good behavior was lost? Dāsyaḥ saṁsarga - dūṣitaḥ . Because he was associating with a prostitute, illegal sex. Therefore, anyone who wants to make progress in spiritual life, he must be sadācāra. His behavior must be very regulated. Asadācārī, unclean, nonregulated, cannot make any progress. If somebody says that ""Whatever you like, you can do. There is no difference. You can imagine your own way..."" This is going on nowadays. ""Whatever you like, you can do. You can imagine your own way of self-realization."" But that is not recommended in the Vedic literatures. One must be sadācāra. This is the beginning of sadācāra, to rise early in the morning, to cleanse, then chant, or chant the Vedic mantras or, simplified as in the present age, Hare Kṛṣṇa mantra , mahā - mantra . This is the beginning of sadācāra. So sadācāra means to become freed from sinful reaction. Unless one follows the regulative principles he cannot be freed. And unless one is fully freed from sinful reaction he cannot understand what is God. Those who are not in sadācāra, regulative principles, for them... Just like animals, they are not expected to follow any... Of course, by nature they follow regulative principles. Still, but human being, having advanced consciousness, so instead of using it properly, they misuse the advanced consciousness and thus they become lower than animals. The animals, for want of advanced consciousness, cannot follow any regulative principles. But by nature they have got some regulative principle. A human being, advanced consciousness, instead of using it for advance in spiritual life they use it for sense gratification and thus they become lower than the animals. So as soon as one becomes irregulated, without any sadācāra, then he doesn't care for any sinful activities for maintaining his body and soul together. He doesn't mind. Their philosophy is, what is called? ""Existence is the first law of nature,"" or something like..."
Guest (1),Self-preservation.,Prabhupāda," Self-preservation. So self-preservation... They do not know what is self-preservation. That is another ignorance. They consider this body as the self. Their self-preservation means to keep this body. And that is also not possible. If you do not follow regulative principles, it is not possible to keep your body in good condition. That is also not possible. Those who do not follow the regulative principles, mostly they are diseased, some kind. We find in the medical, modern medical shop the customers are educated people. Mass of people, they are not customers in the medical shop. You'll find it. They are not so much diseased. In every gentleman's house, modern, you'll find so many bottles of medicine. But you won't find such medical bottles in any house of less educated persons. They are not so diseased. So this is one of the items. If you want to advance in spiritual life you must follow the regulative principles to rectify your mistakes in the past life and this present life. Without being freed from all contamination nobody can understand God. That is not possible. Bhagavad- gītā says, yeṣāṁ anta gataṁ pāpaṁ : ""One who has become completely freed from all kinds of sinful reaction,"" yeṣāṁ tv anta - gataṁ pāpaṁ janānāṁ puṇya - karmaṇām , ""Persons who are engaged in pious activities only,"" te , ""such person,"" te dvandva - moha - nirmuktā ... [Bg. 7.28 ]. This life, the material life, is dvandva . Dvandva means fighting or quarreling. Every one of us has got nature for fighting with others unnecessarily. Even some people come here with a spirit of fighting with me. So this is called dvandva and moha . How this fighting spirit becomes developed? On account of illusion. What is that illusion? Accepting this body as self. So if one is contaminated by sinful activity—if he is in illusion, how he can..., illusion of accepting this body as self—what is the meaning of their self-realization? He's illusioned. He'll keep himself in all kinds of contaminated life, and artificially he thinks that by some kind of mystic meditation he'll be all right. This is going on. No. One must follow. Meditation, yogic meditation, is also possible when there is yama , niyama , āsana , praṇāyāma —the eight principles of yoga system. And nobody follows the eight principles of yoga system and simply sitting down and meditating, that will not help. The first two steps are yama , niyama , then āsana , then praṇāyāma , then pratyāhāra, then dhyāna , then dhāraṇā , then samādhi . These are explained in the yogic śāstra or Bhagavad- gītā . So this man, although born of a brāhmaṇa father... Now, here it is said that naṣṭa -sadācāra. Although he is born of a brāhmaṇa father, his ācāra , his dealings for advancing in spiritual life...A brāhmaṇa is expected to be truthful, to be self-controlled, to be fully cognizant of spiritual life, practical application in life, jñānam , vijñānam , āstikyam , to have complete faith in the statement of the śāstras. That is... That is called āstikyam . We, according to our Vedic system, we do not accept any other system of religion because we consider them nāstika . That is the primary principle. Nāstika means one who does not believe in the Vedas. He is called nāstika . Not that he does not believe in God. One may believe in God, but one who does not believe in the Vedic literature, he is called nāstika . Veda na manīyā bauddha haila nāstika . Lord Buddha , although he is accepted as incarnation of God, but because he defied the Vedic principles it is said, nindasi yajña -vidher ahaha śruti - jātaṁ . Lord Buddha criticized the, I mean to say, sacrificial ceremonies because in the sacrificial ceremonies sometimes there is recommendation of killing an animal. But he was preaching nonviolence. So he criticized even the sacrifice in yajña . He criticized. Nindasi... But a Vaiṣṇava is praying, ""My dear Lord, you are defying the Vedic principles."" He knows why the Lord is now defying the Vedic principles; therefore he is devotee. In spite of Lord Buddha's defying the Vedic principles, a devotee is offering him obeisances. Keśava dhṛta - buddha - śarīra jaya jagadīśa hare . He knows the Lord, how He is playing, how He is bewildering the atheistic class of men. The atheistic class of men did not believe in God. Lord Buddha says, ""Yes, you don't require to believe in God. There is no God. But you feel yourself that when you are attacked with violence you feel pain. Why should you offer to others?"" Because his mission was to stop animal killing. Sadaya - hṛdaya - darṣita - paśu -ghātam. The Supreme Lord became too much compassionate when he saw that people are unnecessarily killing animals, as it is going on still. Instead of... At least those who are claiming Buddhist, they are killing animals. Bruce, is it not? Yes. But in the Buddhist religion there is no sanction for killing animals. Yes?"
Guest (2),(Hindi),Prabhupāda," (Hindi) Muhammad, he also did not believe in the Vedic literature. But according to Vedic literature, anyone who does not believe in the Vedic literature, he is nāstika . Just like the Mohammedans, they say, ""Anyone who does not believe in Koran, he is kafir."" The Christians say, ""Anyone who does not believe in the Bible, they are heathens."" That is there everywhere. Similarly, Lord Caitanya said that veda na manīyā bauddha haila nāstika . He is giving the definition because we have to follow the great personalities, great ācāryas. That is our process. We do not make any research, or we do not make any statement made by us. We simply accept the injunctions given by great ācāryas. Ācāryopāsanam. That is the process of Vedic system. Tad -vijñānārthaṁ sa gurum evābhigacchet [MU 1.2.12] . One must approach a spiritual master and learn from him. So whatever spiritual master says, that is accepted. Sādhu guru śāstra vākya . Real evidence is, it must be stated in the scriptures, it must be explained by the spiritual master or saintly persons. That is evidence."
Guest (3),Śastra- vākya - pramāṇa .,Prabhupāda," Śāstra- vākya - pramāṇa . And it should be known through the spiritual master. Just like nowadays Bhagavad- gītā is being interpreted in so many foolish ways because they do not accept explanation from the authority. They become themselves authorities. Therefore misused. That is not explanation. Somebody is explaining that Kurukṣetra means this body, pañca - pāṇḍava means the senses. These are all nonsense. You have to accept Bhagavad- gītā as it is. When you cannot understand, you should get it explained by your spiritual master. Therefore one has to accept a spiritual master to understand. Tad -vijnanārtham. In order to understand that transcendental science one must approach a bona fide spiritual master. That is injunction. So here it is said that kānyakubje dvijaḥ . Dvijaḥ means he was offered the sacred thread. That means he was born in a brāhmaṇa family. Janmanā jāyate śūdraḥ . Everyone is born a śūdra , a foolish. Sudra means a foolish man who simply laments. That is the real meaning of śūdra . Anyone who has no intelligence, he is śūdra . We also generally say, gadāh , less intelligent. So brāhmaṇas, kṣatriyas, vaiśyas, they are called higher caste . According to their... Brāhmaṇa , first-class because his intelligence is first-class. Kṣatriya , his intelligence is second-class. Vaiśya , his intelligence is third-class. And śūdra means fourth-class. And less than śūdra , they are called pañcama , caṇḍāla . They are accepted as animals, those who are less than śūdras. This is the Vedic system. Now, here it is said that this Ajamila , dvija ... Dvija means he was properly initiated, second birth. First birth by father, mother, is śūdra . Anyone, even if he is born in a brāhmaṇa family, the natural birth is considered as śūdra . But if there is garbhādhāna- saṁskāra , then he's accepted as born brāhmaṇa , born brāhmaṇa . Still, one is born brāhmaṇa , he has to undergo the saṁskāras. So our, this... Now it is known as Hindu society although the ""Hindu"" word is given by the Mohammedans. It is called sanātana - dharma or varṇāśrama society, who very strictly follow the four divisions, social divisions of varṇa — brāhmaṇa , kṣatriya , vaiśya , śūdra —and four divisions of spiritual life— brahmacārī , gṛhastha , vānaprastha, and sannyāsa . So our, the Vedic system is called varṇāśrama . Varṇa means the social order. Āśrama means spiritual division. Therefore those who are following strictly the Vedic principle, that family life is called gṛhastha āśrama . Āśrama. Whenever you add this word āśrama there is spiritual significance. So all the division- brahmacārī , gṛhastha , vānaprastha, and sannyāsa —they are known as āśrama . Anyone can understand āśrama . As soon as there is āśrama that means ""Here some men, saintly persons, spiritually advanced persons, lives."" That is āśrama . So that āśrama , when a student follows the regulative principles, he is supposed to be situated in brahmacārī āśrama . A householder living with family, husband, wife, children, if they are following strictly the regulative principles— gṛhastha āśrama . Similarly, retired life, if he is following the regulative principles—the vānaprastha āśrama . Similarly, a renounced life, sannyāsa , if he is following the regulative principles, that is sannyāsa āśrama . Not that imitating somebody, I put on a saffron dress and I become a sannyāsī and by begging I live. This has killed the whole Hindu society or the sanātana - dharma society. Unqualified persons, they do not know the regulative principles but for solution of economic problem they dress themselves. This is Kali - yuga . They will pass on simply by the dress without any knowledge. So here also, although Ajamila was born of a brāhmaṇa father and he was strictly following the regulative principles of a brāhmaṇa —that will be stated—but he fell. He fell in love with a prostitute And therefore his characters were lost. Naṣṭa -sadācāraḥ. The reason is why? Dāsyāḥ saṁsarga - dūṣitaḥ . Because he associated with a prostitute, therefore his all regulative principles became lost. And as soon as you are lost of regulative principles then you take to all kinds of sinful activities. The regulative principles will keep you on the standard of life. If you give it up, then immediately you fall down, māyā . So this man Ajamila , because he was durācāra , naṣṭa -sadācāra, lost of all regulative principles on account of associating with a prostitute, then, although he was born of a brāhmaṇa family, he became... His livelihood was juha (?), bandy- akṣaiḥ , cheating and stealing. Bandy- akṣaiḥ kaitavaiś cauryaiḥ . Cauryaiḥ means stealing. Garhitāṁ vṛttim āsthitaḥ . This kind of profession is garhitā. Garhitāṁ means... Hitā means beneficial. But this profession is garhitā because it is not beneficial. Ultimately he will be punished either by the king's law or by the God's law. I can escape the king's law by doing something which is abominable but I cannot escape God's law. That is not possible. Therefore, although he is thinking that ""Now I am cheating this person,"" or ""I am stealing and getting some profit,"" that is not good for him. Just like a man is killing some man, another man. So that is not good for him because as soon as he will be arrested he'll be hanged. So they think that ""I am cheating the state, I am cheating God, and I can go on gratifying my senses by all these activities,"" but that is stated in the śāstra as garhitā. Garhitā means it is not beneficial for you."" Na sādhu mānye yato ātmano 'yam. In another place it is said, ""These kinds of activities, vikarma , is not good ultimately."" Na sādhu mānye yato ātmano 'yam asann api kleśada āsa dehaḥ [SB 5.5.4 ] . Although ātmā , the self, is different from this body—that is the first lesson in spiritual life—still, this body, although temporary, but as soon as you accept this material body you will have to suffer according to the body. If you get a dog's body you suffer according to that. If you get a man's body... Suffering will be there more or less as soon as you get this material body. Therefore Ṛṣabhadeva said, na sādhu mānye : ""You are acting abominable. It is not good because you are already suffering in this body."" Otherwise why you are stealing? You are in want of money. You are suffering. Therefore necessity is now law. Therefore you are accepting. Even you know that stealing is bad, still, you are accepting it because that is a suffering. So for some of your activities in the past life you are now suffering, and if you go on, continuing committing this nonsense, then you will again, you will have to again accept a body and you'll suffer. Therefore garhitāṁ . There are so many things to know but these things are not discussed nowadays. Very cheap thing: ""You can do whatever you like. You simply meditate and become God, that's all."" So much cheating is going on everywhere, all over the w"
