Question Speaker,Question Text,Answer Speaker,Answer Text
Prof. Kotovsky,"Yes, you know, what is interesting... As it is here in our country, with our great interest in the history of old, old god, from this point of view our institute translated into Russian and published many, I may say, literary monuments of great Indian culture. I will have a pleasure to present you a copy of a booklet which was written here by me and my colleagues. It's account of Soviet studies of India. And here there is chapter, chapter second, ""Studies of Ancient Indian Texts in the U.S.S.R..."" You'll be interested to discover, we published not all but some, some in exceptions,Purāṇas.We published most of them, then some parts ofRāmāyaṇa,eight volumes in Russian,Mahābhārata...We have also second edition ofMahābhārata,translated by different people.KabukareArtha-śāstra(?) also was translated in full and published.Manu-smṛtialso translated in full and published with Sanskrit commentaries. And such a great interest... I think that all these publications was sold in a week. Now quite completely out of stock, this... It was impossible to get them in book market after month, such a great interest among reading people here in Moscow and the U.S.S.R. towards ancient Indian culture. And from this point of view we published, I must say, a lot of things, a lot of things.",Prabhupāda," Now, amongst thesePurāṇas,theŚrīmad-Bhāgavatamis called theMahā-purāṇa."
Prof. Kotovsky,Mahā-purāṇa.,Prabhupāda," Yes. So we have translated in English the full, with the original Sanskrit text, its transliteration, an English equivalent for each word, then translation, and then purport, explanation of the verse. In this way there are 18,000's of verses inŚrīmad-Bhāgavatam.And theācāryas,the great saintly sages who are the preachers of thisBhāgavatamthroughout India, their opinion is that it is the ripened fruit of the Vedic desire tree.Nigama-kalpa-tarorgalitaṁphalaṁidam[SB1.1.3].And it is accepted by all, I mean, Indian scholars, and especially LordCaitanya, He preached thisBhāgavata.So we have got that, complete in English translation. If you want to see some of them, we can show you."
Prof. Kotovsky,"It seems to me that in the Moscow and Leningrad libraries we have nearly all major texts of ancient Indian culture, beginning fromVedas,original text in Sanskrit. For instance, we have in Lenin Library nearly six or eight editions of...",Prabhupāda, (Aside:) You have not brought any books? Eh?
Prof. Kotovsky,...Manu-smṛti.,Prabhupāda, You have not brought any books?Bhāgavata?
Prof. Kotovsky,"Editions is there. Especially in Leningrad, you know, in Leningrad we have...",Prabhupāda, Yes.
Prof. Kotovsky,"...about, Leningrad branch, Leningrad branch of our institute—because institute was in Petorussia(?), founded in Leningrad—so in Leningrad now we have now a branch of our institute dealing mainly...",Prabhupāda, Yes.
Prof. Kotovsky,"...with the history of Asiatic culture. We have a million...(Aside:) Thank you very much. Here is a sample account of our book. You will find here some account of what has been translated and what else is being done in the history of Indian philosophy, and now with this Indian philosophy, history of Indian religion, and now with this Indian..., what is Hinduism now, just now in India also. It is very simple account of...",Prabhupāda, Hinduism is a very complex term. (laughs)
Prof. Kotovsky,"Oh, yes, Hinduism. It is not all... It is really... To my understanding it is not religion from European point of view. It is a really a way of life...",Prabhupāda, Yes.
Prof. Kotovsky,"...religion, Indian, a way of philosophy, a way of life, a religion, everything...",Prabhupāda," No, this Hinduism,Hindu, this word, is not a Sanskrit word. It is given by the Mohammedans. You know there is a river, Indus, which is..., Sanskrit name isSindhu.Sindhu."
Prof. Kotovsky,"Yes. Oh, yes, yes, yes.",Prabhupāda," These Mohammedans, they pronounce ""S"" as ""H."" ""Hindus,"" ""Hindus."" Instead of  ""Sindus,"" they made it ""Hindus."" SoHinduis a term which is not found in the Sanskrit dictionary."
