Question Speaker,Question Text,Answer Speaker,Answer Text
Kīrtanānanda,ParamBrahman.,Prabhupāda," ParamBrahman. We are all Brahmans.Ahaṁbrahmāsmi.Every one of us, living entity,Brahman. But He is the chiefBrahman. Just like you are all Americans, but your president is the chief American. Do you understand? So similarly,Kṛṣṇais the chiefBrahman. You are allBrahman, but He is the chiefBrahman. Is it clear? That's all right. [Break] ...that ""This boy hears very nicely. He does not go away,"" the first impression he gave to other godbrothers. ""So I shall make him disciple."" These very words he said. Actually I did not follow him in the beginning. High philosophical speaking and I was a new boy. I could not follow him, but actually I was so much glad to hear him. That's all. So that was my qualification, whatever you may say. I was simply asking, ""WhenGuruMahārājawill speak? When he will speak? When?"" And I will sit down and go on hearing, and I will understand or not understand-others will disperse—I will not disperse. That he marked. Yes. First. There was first one instance. At that time I was not initiated. There was a circumambulation of wholeVṛndāvana. So although I was not initiated, I was one of the important members of the... So I thought, ""Let me go. What these people are doing, circumambulating all overVṛndāvana?"" So I went toMathurā. Then I went to theVṛndāvanainterior, which place was known as Kosi. So in that Koṣi one of my godbrothers declared that ""Prabhupāda is going tomorrow back toMathurā. So he will speak this evening. So anyone who wants to hear him, they can stay. And others may prepare to..."" Sit down."
Pradyumna,Two people just came.,Prabhupāda, Oh. All right.
Pradyumna,Can the boys downstairs bring them?,Prabhupāda," Yes. So they were to go to see some other temple which is called Śeṣayī Temple. So although I was new man, I did not like to go to see the Śeṣayī Temple. I decided that ""I shall hear."" So at that time I was new, so all other, some of my important godbrothers, they were sitting like this, and I was sitting. At last, you see. But he knew that ""This boy is new."" Everyone has gone, all others except a few selected godbrothers. So he marked it that ""This boy is interested to hear me."" So hearing is very important. Hearing. Just likeArjunaheard fromKṛṣṇa. Come on. (People entering) [Break] ...because I was serious for hearing, and therefore now I am serious aboutkīrtanaṁ,means speaking, or preaching. Do you follow what I say? Yes. So one who is serious about hearing, he can become a future nice preacher.Śravaṇaṁkīrtanaṁ.Next stage is developed. That is development. If one has actually heard nicely, then he will speak nicely.Śravaṇaṁkīrtanaṁsmaraṇaṁ.Then consciousness will automatically develop because when you speak or you hear, unless your mind is concentrated, your consciousness is right, you cannot rightly hear or speak.Śravaṇaṁkīrtanaṁsmaraṇaṁpāda-sevanam.And then the development, ""How I shall serveKṛṣṇa?Kṛṣṇais so loving.Kṛṣṇais so great,"" that automatically comes. Not silent, but activity.Pāda-sevanammeans that activity begins immediately. In this way last item issarvātma-snapanaṁ.Sarvātma,ātma-samarpaṇam,sarvātma-samarpaṇam.BaliMahārājajust like. Giving, giving, giving, giving, giving, giving. Then, when Vamanadeva asked, ""Now,BaliMahārāja, you have lost everything. Still I have got another leg, another foot, to place."" ""Yes. There is one thing. It is my head. Come on."" So everything is there, and Lord Vamanadeva: ""Yes. You have now purchased Me. You have now purchased Me. So I shall remain your doorman here, standing always to give you protection."" SoKṛṣṇabecame purchased by him, and He remained his doorman. Just see His mercy.Dvārā.Dvārī.Dvārimeans doorman. So by servingKṛṣṇa, nobody is loser; he is gainer. He is gainer permanently, eternally. We do not know what is the value of that gain now. Because we are materially covered, we think service means just like service in this world. This service ismāyā.Nobody will be satisfied, nobody. You cannot satisfy, neither you will be satisfied. The best example is in your country, that your president, Mr. Kennedy, he gave you the best service, and the result was that you killed him. You or some of your member killed him. That means his service was not appreciated, although he gave his best service. So similarly, in the material world, whatever service you render, that is spoiling time. But you render service toKṛṣṇa—you will be satisfied,Kṛṣṇawill be satisfied, and asKṛṣṇawill be satisfied, everyone will be satisfied. So take to thisKṛṣṇaconsciousness service by hearing, by speaking, by remembering, by giving actually service, by worshiping, by making friendship, and after all, everything forKṛṣṇa. That is perfection. Now these new boys have come. Let them question and I shall answer. That will be nice. You have heard something aboutKṛṣṇaconsciousness? So wherefrom these men ...? (indistinct)"
Pradyumna,Bhurijana sent them. Bhurijana sent money for tickets to go to Columbus.,Prabhupāda, He has sent the tickets?
Pradyumna,Money.,Prabhupāda," Hm. So engage all yourselves in the service ofKṛṣṇa. It is very pleasing, and what is called encouraging, enlivening. After too much material enjoyment, the next stage is frustration. That stage is coming to your country. Therefore the boys are becoming hippies. After too much material enjoyment, the next stage is—that is natural-frustration. There is a good example in our country, one Mr. C.R. Das. He was a great leader, next toGandhi, important political leader. So he was on the topmost of... He was lawyer, barrister. He was earning fifty thousand dollars monthly, very rich man. And he was making charity, and he was spending like thing (anything). He was drunkard number one, woman-hunter number one, and everything. Because he had money he could enjoy everything. But he was not happy. So one day he was sitting with his wife. Just like in the street, he was looking over. So his wife asked him—his name was Chittaranjan—""Chittaranjan, you are earning so much. You are spending. People are very much fond of you. You are a great leader. Why you always remain morose? What do you want to be? You have got now everything."" So at that time one mendicant, asannyāsīwas passing. So Chittaranjan said, ""I want to be like him. Then I will be happy. I don't want to enjoy. I want to beggar, to be beggar-like."" You see? So that time is coming to your country. So these hippies, they are frustrating. They have given up everything. We can study their psychic movement. They are not satisfied. That is the main principle. That is natural, to accept adversity voluntarily, adversity. So this is frustration. But before reaching to that point of frustration, if you take toKṛṣṇaconsciousness, then you reach the real standard of happiness because everything belongs toKṛṣṇa. I shall give you another example. Suppose you have stolen something from somebody's house or some friends. You will not be happy, even possessing that thing, stolen property. But if someday you come to return that thing to that friend, you will be happy. What do you think,Hayagrīva?"
Hayagrīva,Yes.,Prabhupāda," Yes. Then you will feel relieved. So therefore the real thing is that everything belongs toKṛṣṇa. We are artificially enjoying the stolen property. Therefore if you go on enjoying like that, then this frustration will come. But before coming to that frustration, if we return this property toKṛṣṇa, then we become happy. So best thing is to return everything toKṛṣṇa. This isKṛṣṇaconsciousness. And you will not be a loser. You will be gainer, just likeBaliMahārāja. Actually, if you think, everything belongs toKṛṣṇa. Nothing belongs to you. This ismāyā.Kṛṣṇa's property you are thinking, ""mine."" Is this land of American belongs to you actually? It is stolen property. You have stolen from the Red Indians or fromKṛṣṇa. Everyone is, not you, everyone. Somebody is claiming, ""This much my property,"" somebody is claiming, ""This much my property,"" but this much or that much, everything belongs toKṛṣṇa. It is stolen property. There is another example in Indian words, thathiracauri kiya abhicaurya, khira caurī kiyā abhicaura.Hirameans diamond, andkhīrameans... What is that called? Cucumber, a small? So if somebody has stolen a cucumber from other's tree, so he is captured. And another man has stolen some diamond. He is also arrested. So from the police, both are thieves. If the man says, ""Oh, what I have stolen? I have stolen a little cucumber. It is nothing, worth not even two cent or one cent. Why you are arresting me? He is thief. He has stolen a big diamond,"" no, in the eyes of law, he is also thief; he is also thief. Everyone is thief. Anyone who is not inKṛṣṇaconsciousness, he is thief. He'll not be happy. The best thing is to return whatever he has possessed: ""Kṛṣṇa, it is Yours. Take."" Finish business.Mānasadehageha, yokichumora.Bhaktivinoda Ṭhākura's song... Now, everything we possess in mind. Actually we don't possess. Suppose I am possessing all this. As soon as I go from this body, all possession will remain here. I'll not take anything. So I don't possess. But in mind I am thinking, ""Oh, this is mine. This is mine. Where is another box? Why it is not coming?"" And possessing in mind. If I leave this body, either the box here or in the Chicago or anywhere else, what is the difference? There is no difference. But because I am possessing in the mind, ""Oh, that box is mine,"" so I am asking, ""Whether it is Chicago or it is here, it is there? Why it is not coming?"" So possession in the mind. Actually you don't possess.Mānasadehageha.So by that supposingly possessing, we have got our mind, we have got our body, then expansion of body, wife, children, family, society, country. In this way we possess so many things. Bhaktivinoda Ṭhākura says,mānasadehageha, yokichumora:""Now whatever I possess, either in the mind or in the family or in the society or in the body—whatever I have got, I surrender unto You, my dearKṛṣṇa.""Mānasadehageha, yokichu..., arpilun tuāpadenandakiśora: ""Nanda-kiśora,O the son ofNanda, I give unto You.""Marobi rakhobi, yoicchātohāra:""Now whatever You like, You can do, either you kill me or You protect me, as You like. You are the proprietor. You have right to do everything."" This is surrender. This is fullKṛṣṇaconsciousness. That is not possible immediately. Therefore we have to practice.Sadātad-bhāva-bhāvitaḥ[Bg.8.6].And if we die in thatKṛṣṇaconsciousness,yaṁyaṁvāpismaranloketyajatyantekalevaram...In the particular type of consciousness, when one gives up this body, then he is transferred into that position next life. So in this way,Kṛṣṇaconsciousness, if we are able,sadātad-bhāva-bhāvitaḥ, by practicing always, constantly, that situation of consciousness, then next life, after giving up... Why next life? This life also. One person who is in always Kṛṣṇa's service this life or that life, he is withKṛṣṇa. He is withKṛṣṇa. Any person who is inKṛṣṇaconsciousness is always withKṛṣṇa.Kṛṣṇais everywhere. I may not understand, butKṛṣṇais everywhere. So you American boys and girls, you should take to thisKṛṣṇaconsciousness. You'll be happy. Your position is to take up because you are on the top of the material happiness. Now you take it. You be saved. Otherwise this frustration is coming. That will come. Just like C.R. Das. He, out of that frustration, he gave up everything. He sacrificed his life for political. And what is the value of that sacrifice? You may become a great man of your country in the estimation of your people, but not in the estimation ofKṛṣṇa. You may become a great man in the estimation of your country, but in others' estimation, your enemy, ""Oh, this man is dead. Now our enemy is finished. That's nice."" So another side there is imperfection. Not everybody is satisfied by your service. But if you serveKṛṣṇa, everybody is satisfied. If you chantHareKṛṣṇaand dance, nobody will be dissatisfied. At least they will say, ""Ah..."" Just like in the paper, ""The boys are very nice."" You see? You have seen. Instead of not very sympathetic, they have remarked this, ""Oh, these boys are very nice."" At least, people will appreciate, ""Oh, these boys are... TheseKṛṣṇaconscious men are very nice. They do not smoke. They do not drink. They have no illicit sex life. They do not kill for satisfy the tongue. They are satisfied with natural food. And their behavior is very good."" Who will deny it? And the other asset they cannot estimate, that how much he is in contact withKṛṣṇa, the Supreme. That, they have no estimating power, but at least they will appreciate these external features. One clergyman, when I was going to Hawaii, he was talking with me. He said, ""Swamiji, I have seen your disciples have a very nice face, glowing face."" And ""Yes, certainly. They must be. They are making spiritual progress."" So it is not difficult. It is very easy. If you take to this, you have everything sublime and your life becomes sublime. You haven't got to give up anything. The material needs are there, eating, sleeping, mating and defending. That is not disallowed, but adjusted forKṛṣṇaconsciousness. We cannot allow eating, mating, like animals, cats and dogs. No. That is not possible. You'll eat, you'llmate, but just like human being, civilized man. Then what is the distinction between animal and man if we behave like animals?Kṛṣṇa, God, is pure. So if you keep yourself in impure condition of life, then how you can make progress towards purity, highest perfection, purity?Paraṁbrahmaparaṁdhāmapavitraṁparamaṁbhavān[Bg.10.12].In the Tenth Chapter ofBhagavad-gītāArjunais acceptingKṛṣṇathat ""You are the purest of all."" If you are going to reach the purest of all, how you can remain impure? Thistapasya...This voluntary restraint meanstapasya.Tapasya,there is a Sanskrit word,tapasya.Tapasyameans voluntarily restraining or accepting some suffering condition. That is not actually suffering condition. Just like a patient. A doctor says, ""You cannot take it."" So he has the desire to take it, but doctor says that ""you cannot take it."" Therefore he mentally thinks that ""Doctor has restricted this. I am suffering."" Actually he is curing, but he thinks that ""I am suffering."" And when he's cured, he sees, ""Oh, doctor is good friend. He told me not to indulge in this. Now I have done it. I am now cured."" Sotapasyameans voluntarily one has to accept some so-called suffering. That is required to make advancement inKṛṣṇaconsciousness, voluntarily acceptance, some so-called suffering.Tapaḥdivyam.That suffering is for transcendental realization. That is good.Tapodivyaṁyenasattvaṁśuddhyet[SB5.5.1]. Śuddhyetmeans your existence will be purified. And existence purified means you advance to real"
Guest (1),Would you say something about Christ and his relation toKṛṣṇaconsciousness? Christ? Jesus Christ?,Prabhupāda," Christ isKṛṣṇaconscious. That's all. You become like Christ,Kṛṣṇaconscious. Don't you understand Christ, that he is fullyKṛṣṇaconscious? You don't understand it? Then you become like Christ, fullyKṛṣṇaconscious."
Madhumaṅgala,What does Madhumaṅgala mean?,Prabhupāda, That is not very good question.
Madhumaṅgala,(indistinct)...told me to ask.,Prabhupāda," Madhumaṅgala, you have explained when I initiated. Madhumaṅgala was one of the friend ofKṛṣṇa. That's all."
Guest (2),"What was Arjuna's relation toKṛṣṇa, I mean, as concise as you can put it?",Prabhupāda, Hm?
Kīrtanānanda,What was Arjuna's relationship toKṛṣṇa?,Prabhupāda," Friendship. That is also... There are five kinds of relationship. Just like ""God is great."" That is simply feeling the greatness of God. Then, when he feels exactly how God is great, then naturally there will be an inclination to serve God. That is called servitude. First neutrality estimation... That is calledśānta-rasa,neutral, no activity but simply appreciating, ""God is great,"" simply appreciation. And then servitude. When the appreciation is complete, ""Oh, why not serve God? He is so great. He is giving us so many things. Let me return something. Let me do some service of Him."" Servitude. That is further development of the appreciation of the greatness of God. And then further development is friendship. Friendship means... Service means I ask you, ""Please give me a glass of water."" You give me. And friendship means you are thinking, ""How my friend will be... Now he may be wanting a glass of water."" So before asking me, if you give me, ""I think you may require a glass of water,"" that is friendship. Friendship means feeling friend's welfare always.Suhṛt.Friendship is not simply chatting. Friendship means thinking, ""How my friend will be happy?"" This is friendship. Then that friendship, when further developed, that is parenthood. Just like parents, they have no other consideration. They want to see, ""How my child will be happy always?"" And further development is conjugal love, just like man and woman, male and female, that love. That love includes everything—that appreciation of greatness, that servitude of service, the friendship, then maternal love, and further, offering everything for the lover. That is most perfectional stage of love. So in this way we have got five kinds of direct relationship, and there are seven kinds of indirect relationship. That is not on the platform of love. That is on the platform of enmity. Just likeKaṁsa.Kaṁsawas thinking ofKṛṣṇaas enemy, so he was alsoKṛṣṇaconscious. He was thinking of how to killKṛṣṇa. So that is alsoKṛṣṇaconsciousness, but indirectly. So there are, indirect, sevenrasas:ghastly, inimical, and sometimes seeingKṛṣṇa, one laughs, derided... In so many ways there are many indirect... Without relationship nobody can remain. The seven kinds of relationship are indirect. And five kinds of relationship is direct. So we want to be situated in the direct relationship."
Kīrtanānanda,All of the conditioned souls are in an indirect relationship.,Prabhupāda, Yes.
Kīrtanānanda,Everyone is in a relationship.,Prabhupāda," Yes. There must be some relation. Without relationship one cannot exist because he is part and parcel. Just like persons in the prison house. They are not out of government. There is relationship with the government, but that is indirect. The criminals, they do not appreciate the service of the government. Government is bothered about his existence. Some extra... Instead of receiving some service from him to the state, the state has got to spend unnecessarily for him. That is a botheration. So those who are in indirect relationship withKṛṣṇa, they are botheration. They are simply giving trouble toKṛṣṇa, but there is relationship."
Hayagrīva,Is the humorous direct or indirect? One in humor?,Prabhupāda," Humor, humor is practically in every direct relationship. And indirect also, there is humor. ""I am thinking of you as enemy""—that is also another type of humor. (Chuckles) Yes."
Pradyumna,Do the five directrasastake place betweenjīvasouls also when they are...,Prabhupāda," Everything forjīvasouls, all relationship.Kṛṣṇais one, the Supreme, and all thejīvasouls are part and parcel ofKṛṣṇa. Therefore the eternal relationship is there. Now they are exhibited in these twelve kinds of humor, either directly or indirectly.Jīvasoul, a part and parcel, cannot be separated from the Supreme. Sun and the light, electric bulb, and the diffusion of light, they cannot be separated. But this portion is covered. It appears darkness. So when it is covered, that is calledmāyā,and he thinks that ""I have no relationship with God,"" or ""I am God,"" ""There is no God."" This ismāyā.He is covered. He cannot see. So he has to be treated by thisKṛṣṇaconsciousness treatment, and themāyāwill be separated, and he will see, ""Ah, yes, I am part and parcel ofKṛṣṇa."" Then he comes to the direct relationship. Anyone, so-called spiritualist or transcendentalist, if he is claiming that ""There is no God,"" ""I am God,"" ""There is voidness,"" these are all disturbing positions, different symptoms of this disease ofmāyā.It is disease. How one can think of, that he is God? That means he does not know what is God. If I say here that ""I am President Nixon,"" would you accept it? Would you accept? Any one of you, if I say that ""I am President Nixon,"" will you accept? Why? Why? Why? Why you do not accept me? I say, ""I am President Nixon."" Why do you not accept? Why?"
Woman; Kīrtanānanda,I would say you are if you say you are.; You don't have the characteristics.,Prabhupāda," No. That means you are not rascal. You are sane, that you do not accept me as President... That is one thing. At least you are not insane. So if I say, ""God,"" and you accept, then how much insane you are. Just try to understand. How much insanity is there, one who is claiming that ""I am God"" and one who is accepting that he is God. This is insanity."
Woman,Are we not all one?,Prabhupāda, One is... That is different thing. You are not one with President Nixon?
Woman,Yes.,Prabhupāda, Then are you President Nixon?
Woman,He's a human being. He's part of me.,Prabhupāda," That's all right. He is American. He is human being. In so many qualities you are one. But you cannot claim for that, you are President Nixon. You should understand in that way. In so many respect, qualities, you are one with God, but that does not mean you are God. God is one. That means you have no complete understanding. Just like in spite of your becoming American or human being, you deny to identify yourself with President Nixon because you have full knowledge of President Nixon and yourself. And as soon as you say, ""I am God,"" that means you have no full knowledge of God. You are insane. You do not know what is God. That very thing immediately asserts that you are unknown factor about God. God is said, ""Great,"" but you are claiming that greatness. That means you do not know how great He is. A tiny factor, you are claiming that ""I am God,"" without having that greatness. That means insane, insanity. The same way: if you claim that ""I am President Nixon,"" that is insanity. Similarly, God is, how great He is, how much greater than President Nixon. You deny to become one with President Nixon, and you accept to be one with God? How much insane you are. Just try to understand. Yes?"
Child,How many arms does Lord Nṛsiṁhadeva have?,Prabhupāda, That you shall know later on. Not now.
